row_kind,priority,compound_name,inchikey_if_resolved,smiles_if_resolved,in_local_v03,in_local_observations,local_epsilon_rows,is_new_compound,epsilon_value_or_kind,epsilon_values,temperature_window,source_doi,oa_status,oa_url,oa_reachable,evidence_kind,local_trace,local_trace_restricted,local_trace_files,round3_disposition,round3_priority,why_new_compound,action,rationale
local_duplicate_reconciliation,P3,1-butanol,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,yes,yes,23,no,none,,unknown,10.3390/nano11123216,gold,https://www.mdpi.com/2079-4991/11/12/3216/pdf?version=1638350429,false,无ε线索,yes,yes,data/dielectric_v01.csv:key;data/dielectric_v01_ext.csv:key;data/dielectric_v02.csv:key;data/dielectric_v031.csv:key;data/dielectric_v032.csv:key;data/external/chew_2024_viscosity_supp_2.csv:name;data/external/chodera_2015_data_dielectric.csv:name;data/processed/chodera_crosscheck.csv:key;data/processed/coverage_gap.csv:key;data/processed/dielectric_applicability_flags.csv:key;data/processed/dielectric_chemprop_predictions.csv:key;data/processed/dielectric_density_feature_predictions.csv:key;data/processed/dielectric_gpr_test_predictions.csv:key;data/processed/dielectric_lowfreq_candidates.csv:name;data/processed/dielectric_lowfreq_structures.csv:name;data/processed/dielectric_mlp_calibration_predictions.csv:key;data/processed/dielectric_mlp_probe_predictions.csv:key;data/processed/dielectric_onsager_delta_predictions.csv:key;data/processed/dielectric_onsager_delta_rows.csv:key;data/processed/dielectric_physical_features.csv:key;data/processed/dielectric_physical_features_density.csv:key;data/processed/dielectric_physical_features_v03.csv:key;data/processed/dielectric_physical_features_v11plus_new.csv:name;data/processed/dielectric_ranking_head_predictions.csv:key;data/processed/dielectric_ranking_head_qid_audit.csv:key;data/processed/dielectric_representation_ablation_predictions.csv:key;data/processed/dielectric_scaffold_folds.csv:key;data/processed/dielectric_v01_ext_observations.csv:key;data/processed/dielectric_v01_observations.csv:key;data/processed/dielectric_v03_representation_ablation_predictions.csv:key;data/processed/dielectric_viscosity_intersection.csv:key;data/processed/eta_epsilon_joint_exclusions.csv:key;data/processed/eta_epsilon_joint_observations.csv:key;data/processed/nbs514_alpha_harmonization.csv:name;data/processed/nbs514_alpha_internal_validation.csv:name;data/processed/nbs514_structure_candidates.csv:name;data/processed/v032_ablation_predictions.csv:key;data/processed/v032_scaffold_folds.csv:key;data/processed/viscosity_baseline_predictions.csv:key;data/processed/viscosity_raw.csv:key;data/reference/identity_map.csv:key;data/restricted/springer_materials/thermophysical_dielectric_export.csv:name;data/restricted/springer_materials/thermophysical_dielectric_export.json:name;data/restricted/springer_materials/thermophysical_dielectric_summary.csv:name;data/restricted/springer_materials/v02_crosscheck.csv:key;data/viscosity_v01.csv:key,discard,P3,"not a new compound: already covered locally (v03=yes, observations=yes, 23 observation rows); kept only as a Round-3 reconciliation row and excluded from every backfill count",放弃,round3_target=off; epsilon=none; noise_veto=pool_boiling_heat_transfer; leads=1
local_duplicate_reconciliation,P3,adiponitrile,BTGRAWJCKBQKAO-UHFFFAOYSA-N,N#CCCCCC#N,yes,yes,31,no,wording_only,,unknown,10.1149/2.0461816jes,hybrid,https://iopscience.iop.org/article/10.1149/2.0461816jes/pdf,true,汇编转述,yes,yes,data/dielectric_v01.csv:key;data/dielectric_v01_ext.csv:key;data/dielectric_v02.csv:key;data/dielectric_v031.csv:key;data/dielectric_v032.csv:key;data/external/chew_2024_viscosity_supp_2.csv:name;data/processed/dielectric_applicability_flags.csv:key;data/processed/dielectric_chemprop_predictions.csv:key;data/processed/dielectric_density_feature_predictions.csv:key;data/processed/dielectric_gpr_test_predictions.csv:key;data/processed/dielectric_mlp_calibration_predictions.csv:key;data/processed/dielectric_mlp_probe_predictions.csv:key;data/processed/dielectric_onsager_delta_predictions.csv:key;data/processed/dielectric_onsager_delta_rows.csv:key;data/processed/dielectric_physical_features.csv:key;data/processed/dielectric_physical_features_density.csv:key;data/processed/dielectric_physical_features_v03.csv:key;data/processed/dielectric_ranking_head_predictions.csv:key;data/processed/dielectric_ranking_head_qid_audit.csv:key;data/processed/dielectric_representation_ablation_predictions.csv:key;data/processed/dielectric_scaffold_folds.csv:key;data/processed/dielectric_v01_ext_observations.csv:key;data/processed/dielectric_v01_observations.csv:key;data/processed/dielectric_v03_provenance_patches.csv:key;data/processed/dielectric_v03_representation_ablation_predictions.csv:key;data/processed/dielectric_viscosity_intersection.csv:key;data/processed/eta_epsilon_joint_exclusions.csv:key;data/processed/eta_epsilon_joint_observations.csv:key;data/processed/redox_merged.csv:key;data/processed/thermoml_local_coverage.csv:key;data/processed/v032_ablation_predictions.csv:key;data/processed/v032_scaffold_folds.csv:key;data/processed/viscosity_raw.csv:key;data/reference/dielectric_molecule_aliases.csv:key;data/reference/identity_map.csv:key;data/restricted/springer_materials/v02_crosscheck.csv:key;data/restricted/springer_materials/v03_g1plus_crosscheck.csv:key;data/viscosity_v01.csv:key,human_reading_list,P1,"not a new compound: already covered locally (v03=yes, observations=yes, 31 observation rows); kept only as a Round-3 reconciliation row and excluded from every backfill count",放弃,round3_target=core; epsilon=wording_only; leads=1
local_duplicate_reconciliation,P3,diglyme,SBZXBUIDTXKZTM-UHFFFAOYSA-N,COCCOCCOC,yes,yes,9,no,wording_only,,unknown,10.1063/5.0046073;10.1021/acs.jpclett.0c00334,green,https://digitalcommons.lsu.edu/chemistry_pubs/3452,false,汇编转述,yes,yes,data/dielectric_v01.csv:key;data/dielectric_v01_ext.csv:key;data/dielectric_v02.csv:key;data/dielectric_v031.csv:key;data/dielectric_v032.csv:key;data/external/SolvFunc-87.csv:name;data/processed/chodera_crosscheck.csv:key;data/processed/coverage_gap.csv:key;data/processed/dielectric_applicability_flags.csv:key;data/processed/dielectric_chemprop_predictions.csv:key;data/processed/dielectric_density_feature_predictions.csv:key;data/processed/dielectric_gpr_test_predictions.csv:key;data/processed/dielectric_mlp_calibration_predictions.csv:key;data/processed/dielectric_mlp_probe_predictions.csv:key;data/processed/dielectric_onsager_delta_predictions.csv:key;data/processed/dielectric_onsager_delta_rows.csv:key;data/processed/dielectric_physical_features.csv:key;data/processed/dielectric_physical_features_density.csv:key;data/processed/dielectric_physical_features_v03.csv:key;data/processed/dielectric_ranking_head_predictions.csv:key;data/processed/dielectric_ranking_head_qid_audit.csv:key;data/processed/dielectric_representation_ablation_predictions.csv:key;data/processed/dielectric_scaffold_folds.csv:key;data/processed/dielectric_v01_ext_observations.csv:key;data/processed/dielectric_v01_observations.csv:key;data/processed/dielectric_v03_provenance_patches.csv:key;data/processed/dielectric_v03_representation_ablation_predictions.csv:key;data/processed/dielectric_viscosity_intersection.csv:key;data/processed/eta_epsilon_joint_exclusions.csv:key;data/processed/eta_epsilon_joint_observations.csv:key;data/processed/redox_merged.csv:key;data/processed/thermoml_local_coverage.csv:key;data/processed/v032_ablation_predictions.csv:key;data/processed/v032_scaffold_folds.csv:key;data/processed/viscosity_raw.csv:key;data/reference/dielectric_molecule_aliases.csv:key;data/reference/identity_map.csv:key;data/restricted/flamme2017/extracted.txt:name;data/restricted/springer_materials/v02_crosscheck.csv:key;data/restricted/springer_materials/v03_g1plus_crosscheck.csv:key;data/viscosity_v01.csv:key,pending,P2,"not a new compound: already covered locally (v03=yes, observations=yes, 9 observation rows); kept only as a Round-3 reconciliation row and excluded from every backfill count",放弃,round3_target=core; epsilon=wording_only; leads=2
local_duplicate_reconciliation,P3,"ethane-1,2-diol",LYCAIKOWRPUZTN-UHFFFAOYSA-N,OCCO,yes,yes,1,no,none,,unknown,10.1023/b:ijot.0000034239.58332.be,green,http://hdl.handle.net/11380/613299,false,无ε线索,yes,yes,data/dielectric_v01.csv:key;data/dielectric_v02.csv:key;data/dielectric_v031.csv:key;data/dielectric_v032.csv:key;data/processed/chodera_crosscheck.csv:key;data/processed/coverage_gap.csv:key;data/processed/dielectric_applicability_flags.csv:key;data/processed/dielectric_chemprop_predictions.csv:key;data/processed/dielectric_density_feature_predictions.csv:key;data/processed/dielectric_gpr_test_predictions.csv:key;data/processed/dielectric_mlp_calibration_predictions.csv:key;data/processed/dielectric_mlp_probe_predictions.csv:key;data/processed/dielectric_onsager_delta_failure_cases.csv:key;data/processed/dielectric_onsager_delta_predictions.csv:key;data/processed/dielectric_onsager_delta_rows.csv:key;data/processed/dielectric_physical_features.csv:key;data/processed/dielectric_physical_features_density.csv:key;data/processed/dielectric_physical_features_v03.csv:key;data/processed/dielectric_ranking_head_predictions.csv:key;data/processed/dielectric_ranking_head_qid_audit.csv:key;data/processed/dielectric_representation_ablation_predictions.csv:key;data/processed/dielectric_scaffold_folds.csv:key;data/processed/dielectric_v01_observations.csv:key;data/processed/dielectric_v03_representation_ablation_predictions.csv:key;data/processed/dielectric_viscosity_intersection.csv:key;data/processed/eta_epsilon_joint_exclusions.csv:key;data/processed/eta_epsilon_joint_observations.csv:key;data/processed/landolt_boernstein_2015_pure_liquid_queue.csv:name;data/processed/p4_redox_predictions.csv:key;data/processed/redox_merged.csv:key;data/processed/v032_ablation_predictions.csv:key;data/processed/v032_scaffold_folds.csv:key;data/processed/viscosity_baseline_predictions.csv:key;data/processed/viscosity_observations_thermoml.csv:key;data/processed/viscosity_raw.csv:key;data/reference/identity_map.csv:key;data/restricted/springer_materials/interactive_pure_dielectric_catalog.json:name;data/viscosity_v01.csv:key,pending,P2,"not a new compound: already covered locally (v03=yes, observations=yes, 1 observation rows); kept only as a Round-3 reconciliation row and excluded from every backfill count",放弃,round3_target=core; epsilon=none; leads=1
local_duplicate_reconciliation,P3,ethyl methyl carbonate,JBTWLSYIZRCDFO-UHFFFAOYSA-N,CCOC(=O)OC,yes,no,0,no,value,18.5,unknown,10.1002/eem2.12494;10.1149/1.1403730,bronze;hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eem2.12494,true,第一手测量,yes,yes,data/dielectric_v031.csv:key;data/dielectric_v032.csv:key;data/external/SolvFunc-87.csv:name;data/processed/dielectric_onsager_delta_predictions.csv:key;data/processed/dielectric_onsager_delta_rows.csv:key;data/processed/dielectric_physical_features_v03.csv:key;data/processed/dielectric_ranking_head_predictions.csv:key;data/processed/dielectric_ranking_head_qid_audit.csv:key;data/processed/dielectric_v03_representation_ablation_predictions.csv:key;data/processed/eta_epsilon_joint_exclusions.csv:key;data/processed/modern_battery_solvent_candidate_queue.csv:name;data/processed/modern_solvent_public_review_observations.csv:key;data/processed/p4_redox_predictions.csv:key;data/processed/redox_merged.csv:key;data/processed/v032_ablation_predictions.csv:key;data/processed/v032_scaffold_folds.csv:key;data/processed/viscosity_predictions.csv:key;data/reference/dielectric_molecule_aliases.csv:key;data/reference/identity_map.csv:key;data/restricted/flamme2017/extracted.txt:name;data/restricted/springer_materials/interactive_pure_dielectric_catalog.json:name;data/restricted/springer_materials/modern_battery_solvent_candidates.json:name;data/restricted/springer_materials/modern_battery_solvent_values.csv:name,pending,P2,"not a new compound: already covered locally (v03=yes, observations=no, 0 observation rows); kept only as a Round-3 reconciliation row and excluded from every backfill count",放弃,round3_target=adjacent; epsilon=value; leads=2
local_duplicate_reconciliation,P3,ethylene carbonate,KMTRUDSVKNLOMY-UHFFFAOYSA-N,O=C1OCCO1,yes,no,0,no,value,18.5,unknown,10.1002/eem2.12494;10.1021/acs.jpcb.5b09561;10.1149/1.1403730,bronze;green;hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eem2.12494,true,第一手测量,yes,yes,data/dielectric_v01_ext.csv:key;data/dielectric_v031.csv:name;data/dielectric_v032.csv:key;data/external/SolvFunc-87.csv:name;data/external/chew_2024_viscosity_supp_2.csv:name;data/processed/al_round1_longlist.csv:name;data/processed/anchor_crosscheck.csv:key;data/processed/data_expansion_source_audit.csv:name;data/processed/dielectric_physical_features_v03.csv:key;data/processed/dielectric_v01_ext_observations.csv:key;data/processed/dielectric_v03_exclusions.csv:name;data/processed/dielectric_v03_provenance_patches.csv:key;data/processed/dielectric_v03_representation_ablation_predictions.csv:key;data/processed/eta_epsilon_joint_exclusions.csv:key;data/processed/eta_epsilon_joint_observations.csv:key;data/processed/modern_battery_solvent_candidate_queue.csv:name;data/processed/modern_solvent_public_observations.csv:key;data/processed/modern_solvent_public_review_observations.csv:name;data/processed/p1_spot_check.csv:name;data/processed/redox_merged.csv:key;data/processed/thermoml_local_coverage.csv:key;data/processed/v032_ablation_predictions.csv:key;data/processed/v032_scaffold_folds.csv:key;data/processed/viscosity_predictions.csv:key;data/processed/viscosity_raw.csv:key;data/reference/dielectric_molecule_aliases.csv:key;data/reference/identity_map.csv:key;data/restricted/flamme2017/extracted.txt:name;data/restricted/kobayashi2003/extracted.txt:name;data/restricted/kobayashi2003/table2_capture.json:name;data/restricted/saadi1966/extracted.txt:name;data/restricted/saadi1966/table2_capture.json:name;data/restricted/springer_materials/thermophysical_dielectric_export.json:name;data/round1_candidates.csv:name;data/viscosity_v01.csv:key,pending,P2,"not a new compound: already covered locally (v03=yes, observations=no, 0 observation rows); kept only as a Round-3 reconciliation row and excluded from every backfill count",放弃,round3_target=adjacent; epsilon=value; leads=3
local_duplicate_reconciliation,P3,glutaronitrile,ZTOMUSMDRMJOTH-UHFFFAOYSA-N,N#CCCCC#N,yes,yes,31,no,wording_only,,no,10.1039/d2cp05799a;10.1016/j.nocx.2022.100097;10.1063/1.4944394;10.1021/acs.jpcc.5b09380;10.1063/1.4867095,bronze;green;hybrid,https://pubs.rsc.org/en/content/articlepdf/2023/cp/d2cp05799a,true,第一手测量,yes,yes,data/dielectric_v01.csv:key;data/dielectric_v01_ext.csv:key;data/dielectric_v02.csv:key;data/dielectric_v031.csv:key;data/dielectric_v032.csv:key;data/processed/dielectric_applicability_flags.csv:key;data/processed/dielectric_chemprop_predictions.csv:key;data/processed/dielectric_density_feature_predictions.csv:key;data/processed/dielectric_gpr_test_predictions.csv:key;data/processed/dielectric_mlp_calibration_predictions.csv:key;data/processed/dielectric_mlp_probe_predictions.csv:key;data/processed/dielectric_onsager_delta_predictions.csv:key;data/processed/dielectric_onsager_delta_rows.csv:key;data/processed/dielectric_physical_features.csv:key;data/processed/dielectric_physical_features_density.csv:key;data/processed/dielectric_physical_features_v03.csv:key;data/processed/dielectric_ranking_head_predictions.csv:key;data/processed/dielectric_ranking_head_qid_audit.csv:key;data/processed/dielectric_representation_ablation_predictions.csv:key;data/processed/dielectric_scaffold_folds.csv:key;data/processed/dielectric_v01_ext_observations.csv:key;data/processed/dielectric_v01_observations.csv:key;data/processed/dielectric_v03_provenance_patches.csv:key;data/processed/dielectric_v03_representation_ablation_predictions.csv:key;data/processed/eta_epsilon_joint_exclusions.csv:key;data/processed/eta_epsilon_joint_observations.csv:key;data/processed/modern_battery_solvent_candidate_queue.csv:name;data/processed/redox_merged.csv:key;data/processed/thermoml_local_coverage.csv:key;data/processed/v032_ablation_predictions.csv:key;data/processed/v032_scaffold_folds.csv:key;data/reference/dielectric_molecule_aliases.csv:key;data/reference/identity_map.csv:key;data/restricted/springer_materials/interactive_pure_dielectric_catalog.json:name;data/restricted/springer_materials/modern_battery_solvent_candidates.json:name;data/restricted/springer_materials/modern_battery_solvent_values.csv:name;data/restricted/springer_materials/v03_g1plus_crosscheck.csv:key,human_reading_list;pending,P1;P2,"not a new compound: already covered locally (v03=yes, observations=yes, 31 observation rows); kept only as a Round-3 reconciliation row and excluded from every backfill count",放弃,round3_target=core; epsilon=wording_only; leads=5
local_duplicate_reconciliation,P3,propylene carbonate,RUOJZAUFBMNUDX-UHFFFAOYSA-N,CC1COC(=O)O1,yes,no,0,no,wording_only,,unknown,10.1049/hve.2019.0144;10.1149/2.0461816jes;10.1063/1.4913320;10.1021/acs.jpcb.5b09561;10.1063/1.4794792;10.1063/1.4746022;10.1063/1.4740236,bronze;gold;green;hybrid,https://doi.org/10.1049/hve.2019.0144,true,第一手测量,yes,yes,data/dielectric_v032.csv:key;data/external/SolvFunc-87.csv:name;data/external/chew_2024_viscosity_supp_2.csv:name;data/processed/al_round1_longlist.csv:name;data/processed/anchor_crosscheck.csv:key;data/processed/dielectric_physical_features_v03.csv:key;data/processed/dielectric_v03_provenance_patches.csv:key;data/processed/dielectric_v03_representation_ablation_predictions.csv:key;data/processed/eta_epsilon_joint_exclusions.csv:key;data/processed/eta_epsilon_joint_observations.csv:key;data/processed/modern_solvent_public_observations.csv:key;data/processed/p1_spot_check.csv:name;data/processed/redox_merged.csv:key;data/processed/thermoml_local_coverage.csv:key;data/processed/v032_ablation_predictions.csv:key;data/processed/v032_scaffold_folds.csv:key;data/processed/viscosity_baseline_predictions.csv:key;data/processed/viscosity_observations_thermoml.csv:key;data/processed/viscosity_predictions.csv:key;data/processed/viscosity_raw.csv:key;data/reference/dielectric_molecule_aliases.csv:key;data/reference/identity_map.csv:key;data/reference/kpi_shortlist_identity.csv:key;data/restricted/flamme2017/extracted.txt:name;data/restricted/saadi1966/extracted.txt:name;data/restricted/saadi1966/table2_capture.json:name;data/round1_candidates.csv:name;data/viscosity_v01.csv:key,discard;human_reading_list;pending,P1;P2;P3,"not a new compound: already covered locally (v03=yes, observations=no, 0 observation rows); kept only as a Round-3 reconciliation row and excluded from every backfill count",放弃,round3_target=core; epsilon=wording_only; leads=7
local_duplicate_reconciliation,P3,tetraglyme,ZUHZGEOKBKGPSW-UHFFFAOYSA-N,COCCOCCOCCOCCOC,yes,yes,6,no,wording_only,,unknown,10.1039/d2cp03200g;10.1063/5.0046073;10.1149/1945-7111/ab6975,green;hybrid,https://pubs.rsc.org/en/content/articlepdf/2022/cp/d2cp03200g,true,汇编转述,yes,yes,data/dielectric_v01.csv:key;data/dielectric_v02.csv:key;data/dielectric_v031.csv:key;data/dielectric_v032.csv:key;data/external/chew_2024_viscosity_supp_3.csv:name;data/processed/dielectric_applicability_flags.csv:key;data/processed/dielectric_chemprop_predictions.csv:key;data/processed/dielectric_density_feature_predictions.csv:key;data/processed/dielectric_gpr_test_predictions.csv:key;data/processed/dielectric_mlp_calibration_predictions.csv:key;data/processed/dielectric_mlp_probe_predictions.csv:key;data/processed/dielectric_onsager_delta_predictions.csv:key;data/processed/dielectric_onsager_delta_rows.csv:key;data/processed/dielectric_physical_features.csv:key;data/processed/dielectric_physical_features_density.csv:key;data/processed/dielectric_physical_features_v03.csv:key;data/processed/dielectric_ranking_head_predictions.csv:key;data/processed/dielectric_ranking_head_qid_audit.csv:key;data/processed/dielectric_representation_ablation_predictions.csv:key;data/processed/dielectric_scaffold_folds.csv:key;data/processed/dielectric_v01_observations.csv:key;data/processed/dielectric_v03_provenance_patches.csv:key;data/processed/dielectric_v03_representation_ablation_predictions.csv:key;data/processed/dielectric_viscosity_intersection.csv:key;data/processed/eta_epsilon_joint_exclusions.csv:key;data/processed/eta_epsilon_joint_observations.csv:key;data/processed/redox_merged.csv:key;data/processed/thermoml_local_coverage.csv:key;data/processed/v032_ablation_predictions.csv:key;data/processed/v032_scaffold_folds.csv:key;data/processed/viscosity_predictions.csv:key;data/processed/viscosity_raw.csv:key;data/reference/dielectric_molecule_aliases.csv:key;data/reference/identity_map.csv:key;data/restricted/springer_materials/v02_crosscheck.csv:key;data/restricted/springer_materials/v03_g1plus_crosscheck.csv:key;data/viscosity_v01.csv:key,human_reading_list;pending,P1;P2,"not a new compound: already covered locally (v03=yes, observations=yes, 6 observation rows); kept only as a Round-3 reconciliation row and excluded from every backfill count",放弃,round3_target=core; epsilon=wording_only; leads=3
local_duplicate_reconciliation,P3,triglyme,YFNKIDBQEZZDLK-UHFFFAOYSA-N,COCCOCCOCCOC,yes,yes,8,no,wording_only,,unknown,10.1063/5.0046073,green,https://digitalcommons.lsu.edu/chemistry_pubs/3452,false,汇编转述,yes,no,data/dielectric_v01.csv:key;data/dielectric_v01_ext.csv:key;data/dielectric_v02.csv:key;data/dielectric_v031.csv:key;data/dielectric_v032.csv:key;data/processed/dielectric_applicability_flags.csv:key;data/processed/dielectric_chemprop_predictions.csv:key;data/processed/dielectric_density_feature_predictions.csv:key;data/processed/dielectric_gpr_test_predictions.csv:key;data/processed/dielectric_mlp_calibration_predictions.csv:key;data/processed/dielectric_mlp_probe_predictions.csv:key;data/processed/dielectric_onsager_delta_predictions.csv:key;data/processed/dielectric_onsager_delta_rows.csv:key;data/processed/dielectric_physical_features.csv:key;data/processed/dielectric_physical_features_density.csv:key;data/processed/dielectric_physical_features_v03.csv:key;data/processed/dielectric_ranking_head_predictions.csv:key;data/processed/dielectric_ranking_head_qid_audit.csv:key;data/processed/dielectric_representation_ablation_predictions.csv:key;data/processed/dielectric_scaffold_folds.csv:key;data/processed/dielectric_v01_ext_observations.csv:key;data/processed/dielectric_v01_observations.csv:key;data/processed/dielectric_v03_provenance_patches.csv:key;data/processed/dielectric_v03_representation_ablation_predictions.csv:key;data/processed/eta_epsilon_joint_exclusions.csv:key;data/processed/eta_epsilon_joint_observations.csv:key;data/processed/redox_merged.csv:key;data/processed/thermoml_local_coverage.csv:key;data/processed/v032_ablation_predictions.csv:key;data/processed/v032_scaffold_folds.csv:key;data/reference/dielectric_molecule_aliases.csv:key;data/reference/identity_map.csv:key,pending,P2,"not a new compound: already covered locally (v03=yes, observations=yes, 8 observation rows); kept only as a Round-3 reconciliation row and excluded from every backfill count",放弃,round3_target=core; epsilon=wording_only; leads=1
local_duplicate_reconciliation,P3,water,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,yes,yes,33,no,wording_only,,yes,10.1016/j.applthermaleng.2023.121803;10.1021/jacs.2c07103;10.3390/nano11123216;10.1002/2014wr015291;10.1023/b:ijot.0000034239.58332.be;10.1073/pnas.182199699,bronze;gold;green;hybrid,https://doi.org/10.1016/j.applthermaleng.2023.121803,false,汇编转述,yes,yes,data/dielectric_v01.csv:key;data/dielectric_v01_ext.csv:key;data/dielectric_v02.csv:key;data/dielectric_v031.csv:key;data/dielectric_v032.csv:key;data/processed/chodera_crosscheck.csv:key;data/processed/coverage_gap.csv:key;data/processed/dielectric_applicability_flags.csv:key;data/processed/dielectric_chemprop_predictions.csv:key;data/processed/dielectric_density_feature_predictions.csv:key;data/processed/dielectric_gpr_test_predictions.csv:key;data/processed/dielectric_mlp_calibration_predictions.csv:key;data/processed/dielectric_mlp_probe_predictions.csv:key;data/processed/dielectric_onsager_delta_failure_cases.csv:key;data/processed/dielectric_onsager_delta_predictions.csv:key;data/processed/dielectric_onsager_delta_rows.csv:key;data/processed/dielectric_physical_features.csv:key;data/processed/dielectric_physical_features_density.csv:key;data/processed/dielectric_physical_features_v03.csv:key;data/processed/dielectric_ranking_head_predictions.csv:key;data/processed/dielectric_ranking_head_qid_audit.csv:key;data/processed/dielectric_representation_ablation_predictions.csv:key;data/processed/dielectric_scaffold_folds.csv:key;data/processed/dielectric_v01_ext_observations.csv:key;data/processed/dielectric_v01_observations.csv:key;data/processed/dielectric_v03_representation_ablation_predictions.csv:key;data/processed/eta_epsilon_joint_exclusions.csv:key;data/processed/eta_epsilon_joint_observations.csv:key;data/processed/p4_redox_predictions.csv:key;data/processed/redox_merged.csv:key;data/processed/thermoml_normalized.csv:key;data/processed/v032_ablation_predictions.csv:key;data/processed/v032_scaffold_folds.csv:key;data/processed/viscosity_observations_thermoml.csv:key;data/reference/identity_map.csv:key;data/restricted/springer_materials/v02_crosscheck.csv:key,discard;pending,P2;P3,"not a new compound: already covered locally (v03=yes, observations=yes, 33 observation rows); kept only as a Round-3 reconciliation row and excluded from every backfill count",放弃,round3_target=core; epsilon=wording_only; leads=6
