list,inchikey,name,smiles,target_dielectric,predicted_dielectric,domain_flag,donor_count,is_champion,champion_short,rank,in_top20,n_repeats,fold_aggregation,delta_log10_vs_truth,abs_delta_log10_vs_truth,pilot_label
solvent,GRYUVYIMDGRRLN-UHFFFAOYSA-N,"1-butyl-2,3,4,5-tetramethylimidazolium bis(trifluoromethylsulfonyl)imide",CCCCn1c(C)c(C)[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15,16.034021289,inside_domain,0,false,,63,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0289511968347,0.0289511968347,stage_1_pilot_not_a_verdict
solvent,GSEJCLTVZPLZKY-UHFFFAOYSA-N,triethanolamine,OCCN(CCO)CCO,28.11,23.5085719946,outside_associated_liquid,3,false,,22,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0776345964774,0.0776345964774,stage_1_pilot_not_a_verdict
solvent,HPXRVTGHNJAIIH-UHFFFAOYSA-N,cyclohexanol,OC1CCCCC1,15.71,8.46928949927,outside_associated_liquid,1,false,,121,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.268329206762,0.268329206762,stage_1_pilot_not_a_verdict
solvent,HQWOEDCLDNFWEV-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium diethyl phosphate,CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1,16.9,18.5172494323,inside_domain,0,false,,49,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0396897720582,0.0396897720582,stage_1_pilot_not_a_verdict
solvent,HXJUTPCZVOIRIF-UHFFFAOYSA-N,sulfolane,O=S1(=O)CCCC1,44,18.4774451054,inside_domain,0,false,,50,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.376810755779,0.376810755779,stage_1_pilot_not_a_verdict
solvent,HZAXFHJVJLSVMW-UHFFFAOYSA-N,2-aminoethan-1-ol,NCCO,31.46,39.7661160655,outside_associated_liquid,2,false,,2,true,10,mean_over_the_10_out_of_fold_repeat_predictions,0.101754457469,0.101754457469,stage_1_pilot_not_a_verdict
solvent,HZKDSQCZNUUQIF-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium hydrogen sulfate,CCn1cc[n+](C)c1.O=S(=O)([O-])O,18.4,19.6942083953,outside_associated_liquid,1,false,,41,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0295207061091,0.0295207061091,stage_1_pilot_not_a_verdict
solvent,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,dimethyl sulfoxide,CS(C)=O,46.05,22.0637184712,inside_domain,0,false,,28,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.31955092718,0.31955092718,stage_1_pilot_not_a_verdict
solvent,IEJIGPNLZYLLBP-UHFFFAOYSA-N,dimethyl carbonate,COC(=O)OC,3.134,8.80777583779,inside_domain,0,false,,119,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.448767260965,0.448767260965,stage_1_pilot_not_a_verdict
solvent,IIRFCWANHMSDCG-UHFFFAOYSA-N,cyclooctanone,O=C1CCCCCCC1,14.38,10.6888160287,inside_domain,0,false,,100,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.128829283803,0.128829283803,stage_1_pilot_not_a_verdict
solvent,IMNFDUFMRHMDMM-UHFFFAOYSA-N,heptane,CCCCCCC,1.93,2.54458060503,inside_domain,0,false,,231,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.120058903625,0.120058903625,stage_1_pilot_not_a_verdict
solvent,JHIVVAPYMSGYDF-UHFFFAOYSA-N,cyclohexanone,O=C1CCCCC1,15.79,13.6089461525,inside_domain,0,false,,78,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0645576343334,0.0645576343334,stage_1_pilot_not_a_verdict
solvent,JIGUQPWFLRLWPJ-UHFFFAOYSA-N,ethyl propenoate,C=CC(=O)OCC,6.209,8.23835025483,inside_domain,0,false,,125,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.122818592269,0.122818592269,stage_1_pilot_not_a_verdict
solvent,JYPJLAPMBJKRDG-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium butylsulfonate,CCCCS(=O)(=O)[O-].CCn1cc[n+](C)c1,30,17.2213985741,inside_domain,0,false,,57,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.241052836502,0.241052836502,stage_1_pilot_not_a_verdict
solvent,KBPLFHHGFOOTCA-UHFFFAOYSA-N,octan-1-ol,CCCCCCCCO,10.66,11.6247287621,outside_associated_liquid,1,false,,94,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0376256236685,0.0376256236685,stage_1_pilot_not_a_verdict
solvent,KFZMGEQAYNKOFK-UHFFFAOYSA-N,propan-2-ol,CC(C)O,18.845,13.7526531853,outside_associated_liquid,1,false,,76,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.136809650704,0.136809650704,stage_1_pilot_not_a_verdict
solvent,KLTUZFZUYLXTFF-UHFFFAOYSA-N,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,C[n+]1ccn(CCO)c1.F[B-](F)(F)F,23.3,24.4485942838,outside_associated_liquid,1,false,,16,true,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0208979726046,0.0208979726046,stage_1_pilot_not_a_verdict
solvent,LBHLGZNUPKUZJC-UHFFFAOYSA-N,1-butyl-1-methylpyrrolidinium dicyanamide,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,18,19.3163399673,inside_domain,0,false,,44,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0306523352697,0.0306523352697,stage_1_pilot_not_a_verdict
solvent,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,ethanol,CCO,25.02,14.837939179,outside_associated_liquid,1,false,,69,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.226913718791,0.226913718791,stage_1_pilot_not_a_verdict
solvent,LLEVMYXEJUDBTA-UHFFFAOYSA-N,heptanedinitrile,N#CCCCCCC#N,29.71,20.3071136128,inside_domain,0,false,,37,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.165254453221,0.165254453221,stage_1_pilot_not_a_verdict
solvent,LRHPLDYGYMQRHN-UHFFFAOYSA-N,butan-1-ol,CCCCO,18.03,12.3352387846,outside_associated_liquid,1,false,,88,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.164848165777,0.164848165777,stage_1_pilot_not_a_verdict
solvent,LSBXQLQATZTAPE-UHFFFAOYSA-N,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,13.9,7.97584633315,inside_domain,0,false,,127,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.241238022216,0.241238022216,stage_1_pilot_not_a_verdict
solvent,LVTYICIALWPMFW-UHFFFAOYSA-N,N-(2-hydroxypropyl)-2-hydroxy-1-propanamine,CC(O)CNCC(C)O,13.87,25.5409175371,outside_associated_liquid,3,false,,14,true,10,mean_over_the_10_out_of_fold_repeat_predictions,0.265160033817,0.265160033817,stage_1_pilot_not_a_verdict
solvent,LYCAIKOWRPUZTN-UHFFFAOYSA-N,"1,2-ethanediol",OCCO,39.84,32.2030864683,outside_associated_liquid,2,false,,6,true,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0924218315994,0.0924218315994,stage_1_pilot_not_a_verdict
solvent,LZJIBRSVPKKOSI-UHFFFAOYSA-O,ethanolammonium nitrate,O=[N+]([O-])[O-].[NH3+]CCO,60.9,34.3928555562,outside_associated_liquid,2,false,,5,true,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.248149056885,0.248149056885,stage_1_pilot_not_a_verdict
solvent,MCTWTZJPVLRJOU-UHFFFAOYSA-N,1-methylimidazole,Cn1ccnc1,39.78,21.0632726409,inside_domain,0,false,,32,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.276138929533,0.276138929533,stage_1_pilot_not_a_verdict
solvent,MTHSVFCYNBDYFN-UHFFFAOYSA-N,diethylene glycol,OCCOCCO,30.95,19.909325555,outside_associated_liquid,2,false,,39,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.191604105167,0.191604105167,stage_1_pilot_not_a_verdict
solvent,MWKFXSUHUHTGQN-UHFFFAOYSA-N,decan-1-ol,CCCCCCCCCCO,7.74,11.9788862508,outside_associated_liquid,1,false,,91,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.189675480274,0.189675480274,stage_1_pilot_not_a_verdict
solvent,NEQXUPRFDXNNTA-UHFFFAOYSA-N,2-hydroxyethylammonium lactate,CC(O)C(=O)O.NCCO,85.6,32.1455191683,outside_associated_liquid,4,false,,7,true,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.425353320421,0.425353320421,stage_1_pilot_not_a_verdict
solvent,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,N-methylacetamide,CN=C(C)O,178.47,9.28411854978,outside_associated_liquid,1,false,,114,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-1.28382454628,1.28382454628,stage_1_pilot_not_a_verdict
solvent,OIFBSDVPJOWBCH-UHFFFAOYSA-N,diethyl carbonate,CCOC(=O)OCC,2.834,5.43896191667,inside_domain,0,false,,184,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.283116172007,0.283116172007,stage_1_pilot_not_a_verdict
solvent,OKKJLVBELUTLKV-UHFFFAOYSA-N,methanol,CO,33.6,22.3365413888,outside_associated_liquid,1,false,,26,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.177323349973,0.177323349973,stage_1_pilot_not_a_verdict
solvent,OOKUTCYPKPJYFV-UHFFFAOYSA-N,1-methylimidazolium bromide,Br.Cn1ccnc1,16.6,16.2187987048,inside_domain,0,false,,61,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0100894043313,0.0100894043313,stage_1_pilot_not_a_verdict
solvent,PEDCQBHIVMGVHV-UHFFFAOYSA-N,glycerol,OCC(O)CO,41.17,27.6277710955,outside_associated_liquid,3,false,,11,true,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.173235017911,0.173235017911,stage_1_pilot_not_a_verdict
solvent,QRCRANRUHQKZME-UHFFFAOYSA-N,"3-butyl-1,2,4,5-tetramethyl-1H-imidazol-3-ium tetrafluoroborate",CCCCn1c(C)c(C)[n+](C)c1C.F[B-](F)(F)F,12,9.54673971396,inside_domain,0,false,,109,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0993261640959,0.0993261640959,stage_1_pilot_not_a_verdict
solvent,QTBSBXVTEAMEQO-UHFFFAOYSA-N,acetic acid,CC(=O)O,6.15,17.4970180748,outside_associated_liquid,1,false,,56,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.454088924681,0.454088924681,stage_1_pilot_not_a_verdict
solvent,RJQQOKKINHMXIM-UHFFFAOYSA-N,triethanolamine lactate,CC(O)C(=O)O.OCCN(CCO)CCO,59.7,47.3343045435,outside_associated_liquid,5,false,,1,true,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.100798330475,0.100798330475,stage_1_pilot_not_a_verdict
solvent,RYHBNJHYFVUHQT-UHFFFAOYSA-N,"1,4-dioxane",C1COCCO1,2.228,6.74549713502,inside_domain,0,false,,152,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.481098775667,0.481098775667,stage_1_pilot_not_a_verdict
solvent,SBZXBUIDTXKZTM-UHFFFAOYSA-N,"2,5,8-trioxanonane",COCCOCCOC,7.3815,7.33899378796,inside_domain,0,false,,140,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.00250810399576,0.00250810399576,stage_1_pilot_not_a_verdict
solvent,SHQSVMDWKBRBGB-UHFFFAOYSA-N,cyclobutanone,O=C1CCC1,14.96,18.9205416926,inside_domain,0,false,,47,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.102001972508,0.102001972508,stage_1_pilot_not_a_verdict
solvent,SIXHYMZEOJSYQH-UHFFFAOYSA-M,1-butyl-3-methylimidazolium thiocyanate,CCCCn1cc[n+](C)c1.N#C[S-],13.7,23.6811416119,inside_domain,0,false,,17,true,10,mean_over_the_10_out_of_fold_repeat_predictions,0.23768206771,0.23768206771,stage_1_pilot_not_a_verdict
solvent,STCBHSHARMAIOM-UHFFFAOYSA-N,1-methylimidazolium chloride,Cl.Cn1ccnc1,13.8,14.9301467234,inside_domain,0,false,,68,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0341849892974,0.0341849892974,stage_1_pilot_not_a_verdict
solvent,TVMXDCGIABBOFY-UHFFFAOYSA-N,octane,CCCCCCCC,1.961,2.53051305905,inside_domain,0,false,,232,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.110730989217,0.110730989217,stage_1_pilot_not_a_verdict
solvent,UAEPNZWRGJTJPN-UHFFFAOYSA-N,methylcyclohexane,CC1CCCCC1,2.01,3.52076708971,inside_domain,0,false,,216,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.243441238596,0.243441238596,stage_1_pilot_not_a_verdict
solvent,UCCKRVYTJPMHRO-UHFFFAOYSA-N,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,14,15.9389012976,inside_domain,0,false,,64,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0563303455711,0.0563303455711,stage_1_pilot_not_a_verdict
solvent,UEEJHVSXFDXPFK-UHFFFAOYSA-N,"2-(N,N-dimethylamino)ethanol",CN(C)CCO,17.18,15.858127074,outside_associated_liquid,1,false,,65,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0347712658855,0.0347712658855,stage_1_pilot_not_a_verdict
solvent,UODQEMVTULZGKO-UHFFFAOYSA-N,"1-pentyl-1-methylpyrrolidinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,12.5,13.6316492346,inside_domain,0,false,,77,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.037638389426,0.037638389426,stage_1_pilot_not_a_verdict
solvent,UPCXAARSWVHVLY-UHFFFAOYSA-N,triethanolammonium acetate,CC(=O)O.OCCN(CCO)CCO,31,36.6622063911,outside_associated_liquid,4,false,,4,true,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0728569041258,0.0728569041258,stage_1_pilot_not_a_verdict
solvent,UWHCKJMYHZGTIT-UHFFFAOYSA-N,tetraethylene glycol,OCCOCCOCCOCCO,19.91,21.8558126925,outside_associated_liquid,2,false,,30,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0404957000222,0.0404957000222,stage_1_pilot_not_a_verdict
solvent,VCAIYEJBOWHUGP-UHFFFAOYSA-N,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",CCCCn1cc[n+](C)c1C.F[B-](F)(F)F,13.3,5.34898559874,inside_domain,0,false,,185,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.395580212337,0.395580212337,stage_1_pilot_not_a_verdict
solvent,VFTFKUDGYRBSAL-UHFFFAOYSA-N,"1,4,7,10,13-pentaoxacyclopentadecane",C1COCCOCCOCCOCCO1,15.48,9.43264884875,inside_domain,0,false,,112,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.215137289181,0.215137289181,stage_1_pilot_not_a_verdict
solvent,VRFOKYHDLYBVAL-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium ethyl sulfate,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,35,15.6475979071,inside_domain,0,false,,66,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.349620366733,0.349620366733,stage_1_pilot_not_a_verdict
solvent,VVLAIYIMMFWRFW-UHFFFAOYSA-N,2-hydroxyethylammonium acetate,CC(=O)O.NCCO,58.3,29.5180312152,outside_associated_liquid,3,false,,10,true,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.295581167086,0.295581167086,stage_1_pilot_not_a_verdict
solvent,WYJOVVXUZNRJQY-UHFFFAOYSA-N,2-acetylthiophene,CC(=O)c1cccs1,29.19,14.4883696849,inside_domain,0,false,,72,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.304214576092,0.304214576092,stage_1_pilot_not_a_verdict
solvent,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,11.8861,4.71825446959,inside_domain,0,false,,194,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.401258019756,0.401258019756,stage_1_pilot_not_a_verdict
solvent,XDJYSDBSJWNTQT-UHFFFAOYSA-N,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,12.8,19.1725855263,inside_domain,0,false,,45,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.175470714128,0.175470714128,stage_1_pilot_not_a_verdict
solvent,XDTMQSROBMDMFD-UHFFFAOYSA-N,cyclohexane,C1CCCCC1,2.02,3.88977762943,inside_domain,0,false,,212,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.284573404868,0.284573404868,stage_1_pilot_not_a_verdict
solvent,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,O,78.87,21.6736249514,outside_associated_liquid,1,false,,31,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.560980286924,0.560980286924,stage_1_pilot_not_a_verdict
solvent,XQQZRZQVBFHBHL-UHFFFAOYSA-N,"1,4,7,10-tetraoxacyclododecane",C1COCCOCCOCCO1,10.76,8.41981735548,inside_domain,0,false,,122,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.10650960054,0.10650960054,stage_1_pilot_not_a_verdict
solvent,XTHFKEDIFFGKHM-UHFFFAOYSA-N,"1,2-dimethoxyethane",COCCOC,7.0695,5.56694467098,inside_domain,0,false,,182,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.103771793874,0.103771793874,stage_1_pilot_not_a_verdict
solvent,YEJRWHAVMIAJKC-UHFFFAOYSA-N,.gamma.-butyrolactone,O=C1CCCO1,41.99,20.7623920977,inside_domain,0,false,,34,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.305868486205,0.305868486205,stage_1_pilot_not_a_verdict
solvent,YEYKMVJDLWJFOA-UHFFFAOYSA-N,2-propoxyethanol,CCCOCCO,11.5,12.5684542542,outside_associated_liquid,1,false,,85,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0385840284096,0.0385840284096,stage_1_pilot_not_a_verdict
solvent,YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-heptafluoropropane",FC(C(F)(F)F)C(F)(F)F,4.1348,5.81770904154,inside_domain,0,false,,174,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.148297489679,0.148297489679,stage_1_pilot_not_a_verdict
solvent,YFNKIDBQEZZDLK-UHFFFAOYSA-N,"2,5,8,11-tetraoxadodecane",COCCOCCOCCOC,7.604,6.35220638478,inside_domain,0,false,,157,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0781175082082,0.0781175082082,stage_1_pilot_not_a_verdict
solvent,YIWUKEYIRIRTPP-UHFFFAOYSA-N,2-ethyl-1-hexanol,CCCCC(CC)CO,7.353,11.3056870005,outside_associated_liquid,1,false,,96,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.186832391818,0.186832391818,stage_1_pilot_not_a_verdict
solvent,YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,2.40445,4.3225632958,inside_domain,0,false,,201,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.254725610971,0.254725610971,stage_1_pilot_not_a_verdict
solvent,ZBCBWPMODOFKDW-UHFFFAOYSA-N,diethanolamine,OCCNCCO,24.69,22.279176154,outside_associated_liquid,3,false,,27,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0446219626031,0.0446219626031,stage_1_pilot_not_a_verdict
solvent,ZHNUHDYFZUAESO-UHFFFAOYSA-N,formamide,N=CO,106.14,12.7732295527,outside_associated_liquid,2,false,,84,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.919578366172,0.919578366172,stage_1_pilot_not_a_verdict
solvent,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,triethylene glycol,OCCOCCOCCO,23.07,20.0263657116,outside_associated_liquid,2,false,,38,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0614454517487,0.0614454517487,stage_1_pilot_not_a_verdict
solvent,ZMXDDKWLCZADIW-UHFFFAOYSA-N,dimethylformamide,CN(C)C=O,36.55,29.9786423027,inside_domain,0,false,,9,true,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.086075421021,0.086075421021,stage_1_pilot_not_a_verdict
solvent,ZPTRYWVRCNOTAS-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,16.5,20.9924291291,inside_domain,0,false,,33,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.104578751458,0.104578751458,stage_1_pilot_not_a_verdict
