partition_seed,inchikey,smiles,scaffold,fold
42,HZKDSQCZNUUQIF-UHFFFAOYSA-M,CCn1cc[n+](C)c1.O=S(=O)([O-])O,ring:c1c[nH+]c[nH]1,1
42,IEJIGPNLZYLLBP-UHFFFAOYSA-N,COC(=O)OC,acyclic_cluster:14,1
42,JYPJLAPMBJKRDG-UHFFFAOYSA-M,CCCCS(=O)(=O)[O-].CCn1cc[n+](C)c1,ring:c1c[nH+]c[nH]1,1
42,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,acyclic_cluster:29,1
42,KLTUZFZUYLXTFF-UHFFFAOYSA-N,C[n+]1ccn(CCO)c1.F[B-](F)(F)F,ring:c1c[nH+]c[nH]1,1
42,LLEVMYXEJUDBTA-UHFFFAOYSA-N,N#CCCCCCC#N,acyclic_cluster:5,1
42,LSBXQLQATZTAPE-UHFFFAOYSA-N,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,ring:c1c[nH+]c[nH]1,1
42,QRCRANRUHQKZME-UHFFFAOYSA-N,CCCCn1c(C)c(C)[n+](C)c1C.F[B-](F)(F)F,ring:c1c[nH+]c[nH]1,1
42,SHQSVMDWKBRBGB-UHFFFAOYSA-N,O=C1CCC1,ring:O=C1CCC1,1
42,SIXHYMZEOJSYQH-UHFFFAOYSA-M,CCCCn1cc[n+](C)c1.N#C[S-],ring:c1c[nH+]c[nH]1,1
42,UCCKRVYTJPMHRO-UHFFFAOYSA-N,CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ring:c1c[nH+]c[nH]1,1
42,VCAIYEJBOWHUGP-UHFFFAOYSA-N,CCCCn1cc[n+](C)c1C.F[B-](F)(F)F,ring:c1c[nH+]c[nH]1,1
42,VFTFKUDGYRBSAL-UHFFFAOYSA-N,C1COCCOCCOCCOCCO1,ring:C1COCCOCCOCCOCCO1,1
42,VRFOKYHDLYBVAL-UHFFFAOYSA-M,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,ring:c1c[nH+]c[nH]1,1
42,WYJOVVXUZNRJQY-UHFFFAOYSA-N,CC(=O)c1cccs1,ring:c1ccsc1,1
42,XDJYSDBSJWNTQT-UHFFFAOYSA-N,CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ring:c1c[nH+]c[nH]1,1
42,XQQZRZQVBFHBHL-UHFFFAOYSA-N,C1COCCOCCOCCO1,ring:C1COCCOCCOCCO1,1
42,YFMFNYKEUDLDTL-UHFFFAOYSA-N,FC(C(F)(F)F)C(F)(F)F,acyclic_cluster:36,1
42,YIWUKEYIRIRTPP-UHFFFAOYSA-N,CCCCC(CC)CO,acyclic_cluster:37,1
42,ZHNUHDYFZUAESO-UHFFFAOYSA-N,N=CO,acyclic_cluster:39,1
42,ZPTRYWVRCNOTAS-UHFFFAOYSA-M,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,ring:c1c[nH+]c[nH]1,1
42,ZTOMUSMDRMJOTH-UHFFFAOYSA-N,N#CCCCC#N,acyclic_cluster:5,1
42,KXKVLQRXCPHEJC-UHFFFAOYSA-N,COC(C)=O,acyclic_cluster:14,1
42,DIQMPQMYFZXDAX-UHFFFAOYSA-N,CCCCCOC=O,acyclic_cluster:41,1
42,XNLICIUVMPYHGG-UHFFFAOYSA-N,CCCC(C)=O,acyclic_cluster:9,1
42,FDPIMTJIUBPUKL-UHFFFAOYSA-N,CCC(=O)CC,acyclic_cluster:9,1
42,SPEUIVXLLWOEMJ-UHFFFAOYSA-N,COC(C)OC,acyclic_cluster:50,1
42,WEVYAHXRMPXWCK-UHFFFAOYSA-N,CC#N,acyclic_cluster:53,1
42,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,CCC(C)=O,acyclic_cluster:9,1
42,RWNKSTSCBHKHTB-UHFFFAOYSA-N,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,acyclic_cluster:19,1
42,CYTYCFOTNPOANT-UHFFFAOYSA-N,ClC(Cl)=C(Cl)Cl,acyclic_cluster:19,1
42,ROSDSFDQCJNGOL-UHFFFAOYSA-N,CNC,acyclic_cluster:64,1
42,YLQBMQCUIZJEEH-UHFFFAOYSA-N,c1ccoc1,ring:c1ccoc1,1
42,PMJHHCWVYXUKFD-SNAWJCMRSA-N,C=C/C=C/C,acyclic_cluster:21,1
42,APPOKADJQUIAHP-UHFFFAOYSA-N,CC=CC=CC,acyclic_cluster:21,1
42,AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,acyclic_cluster:0,2
42,BBMCTIGTTCKYKF-UHFFFAOYSA-N,CCCCCCCO,acyclic_cluster:0,2
42,BKIMMITUMNQMOS-UHFFFAOYSA-N,CCCCCCCCC,acyclic_cluster:0,2
42,BMRWNKZVCUKKSR-UHFFFAOYSA-N,CCC(O)CO,acyclic_cluster:11,2
42,HXJUTPCZVOIRIF-UHFFFAOYSA-N,O=S1(=O)CCCC1,ring:O=S1(=O)CCCC1,2
42,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(C)=O,acyclic_cluster:28,2
42,IMNFDUFMRHMDMM-UHFFFAOYSA-N,CCCCCCC,acyclic_cluster:0,2
42,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,acyclic_cluster:0,2
42,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,acyclic_cluster:0,2
42,MCTWTZJPVLRJOU-UHFFFAOYSA-N,Cn1ccnc1,ring:c1c[nH]cn1,2
42,MWKFXSUHUHTGQN-UHFFFAOYSA-N,CCCCCCCCCCO,acyclic_cluster:0,2
42,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,CN=C(C)O,acyclic_cluster:32,2
42,OOKUTCYPKPJYFV-UHFFFAOYSA-N,Br.Cn1ccnc1,ring:c1c[nH]cn1,2
42,PEDCQBHIVMGVHV-UHFFFAOYSA-N,OCC(O)CO,acyclic_cluster:11,2
42,RYHBNJHYFVUHQT-UHFFFAOYSA-N,C1COCCO1,ring:C1COCCO1,2
42,STCBHSHARMAIOM-UHFFFAOYSA-N,Cl.Cn1ccnc1,ring:c1c[nH]cn1,2
42,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,acyclic_cluster:0,2
42,ZBCBWPMODOFKDW-UHFFFAOYSA-N,OCCNCCO,acyclic_cluster:38,2
42,ZMXDDKWLCZADIW-UHFFFAOYSA-N,CN(C)C=O,acyclic_cluster:40,2
42,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,CCCCCCO,acyclic_cluster:0,2
42,GJRQTCIYDGXPES-UHFFFAOYSA-N,CC(=O)OCC(C)C,acyclic_cluster:42,2
42,SWXVUIWOUIDPGS-UHFFFAOYSA-N,CC(=O)CC(C)(C)O,acyclic_cluster:43,2
42,NVJBFARDFTXOTO-UHFFFAOYSA-N,CCOS(=O)OCC,acyclic_cluster:48,2
42,WFCLYEAZTHWNEH-UHFFFAOYSA-N,CCSC#N,acyclic_cluster:49,2
42,FERIUCNNQQJTOY-UHFFFAOYSA-N,CCCC(=O)O,acyclic_cluster:15,2
42,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,CCCCC(=O)O,acyclic_cluster:15,2
42,XCIXKGXIYUWCLL-UHFFFAOYSA-N,OC1CCCC1,ring:C1CCCC1,2
42,YWAKXRMUMFPDSH-UHFFFAOYSA-N,C=CCCC,acyclic_cluster:60,2
42,RGSFGYAAUTVSQA-UHFFFAOYSA-N,C1CCCC1,ring:C1CCCC1,2
42,FOTXAJDDGPYIFU-UHFFFAOYSA-N,CCC1CC1,ring:C1CC1,2
42,OFBQJSOFQDEBGM-UHFFFAOYSA-N,CCCCC,acyclic_cluster:0,2
42,GDOPTJXRTPNYNR-UHFFFAOYSA-N,CC1CCCC1,ring:C1CCCC1,2
42,VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC,acyclic_cluster:0,2
42,UQEAIHBTYFGYIE-UHFFFAOYSA-N,C[Si](C)(C)O[Si](C)(C)C,acyclic_cluster:62,2
42,KFUSEUYYWQURPO-UPHRSURJSA-N,Cl/C=C\Cl,acyclic_cluster:20,2
42,KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl/C=C/Cl,acyclic_cluster:20,2
42,WQAQPCDUOCURKW-UHFFFAOYSA-N,CCCCS,acyclic_cluster:0,2
42,OEPRBXUJOQLYID-UHFFFAOYSA-N,CCCCCF,acyclic_cluster:0,2
42,ZRKMQKLGEQPLNS-UHFFFAOYSA-N,CCCCCS,acyclic_cluster:0,2
42,RRHGJUQNOFWUDK-UHFFFAOYSA-N,C=CC(=C)C,acyclic_cluster:70,2
42,RCJMVGJKROQDCB-UHFFFAOYSA-N,C=C(C)C=CC,acyclic_cluster:71,2
42,BTANRVKWQNVYAZ-UHFFFAOYSA-N,CCC(C)O,acyclic_cluster:17,3
42,CRVGTESFCCXCTH-UHFFFAOYSA-N,CN(CCO)CCO,acyclic_cluster:13,3
42,DKGAVHZHDRPRBM-UHFFFAOYSA-N,CC(C)(C)O,acyclic_cluster:24,3
42,DNIAPMSPPWPWGF-UHFFFAOYSA-N,CC(O)CO,acyclic_cluster:7,3
42,DURPTKYDGMDSBL-UHFFFAOYSA-N,CCCCOCCCC,acyclic_cluster:25,3
42,IIRFCWANHMSDCG-UHFFFAOYSA-N,O=C1CCCCCCC1,ring:O=C1CCCCCCC1,3
42,LBHLGZNUPKUZJC-UHFFFAOYSA-N,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,ring:C1CC[NH2+]C1,3
42,MTHSVFCYNBDYFN-UHFFFAOYSA-N,OCCOCCO,acyclic_cluster:4,3
42,OIFBSDVPJOWBCH-UHFFFAOYSA-N,CCOC(=O)OCC,acyclic_cluster:1,3
42,SBZXBUIDTXKZTM-UHFFFAOYSA-N,COCCOCCOC,acyclic_cluster:3,3
42,UEEJHVSXFDXPFK-UHFFFAOYSA-N,CN(C)CCO,acyclic_cluster:13,3
42,UODQEMVTULZGKO-UHFFFAOYSA-N,CCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ring:C1CC[NH2+]C1,3
42,UWHCKJMYHZGTIT-UHFFFAOYSA-N,OCCOCCOCCOCCO,acyclic_cluster:4,3
42,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,acyclic_cluster:35,3
42,XTHFKEDIFFGKHM-UHFFFAOYSA-N,COCCOC,acyclic_cluster:3,3
42,YEYKMVJDLWJFOA-UHFFFAOYSA-N,CCCOCCO,acyclic_cluster:4,3
42,YFNKIDBQEZZDLK-UHFFFAOYSA-N,COCCOCCOCCOC,acyclic_cluster:3,3
42,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,OCCOCCOCCO,acyclic_cluster:4,3
42,ZUHZGEOKBKGPSW-UHFFFAOYSA-N,COCCOCCOCCOCCOC,acyclic_cluster:3,3
42,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,CC(C)CO,acyclic_cluster:7,3
42,HXDLWJWIAHWIKI-UHFFFAOYSA-N,CC(=O)OCCO,acyclic_cluster:1,3
42,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,CCOC(=O)CC(=O)OCC,acyclic_cluster:1,3
42,SVONRAPFKPVNKG-UHFFFAOYSA-N,CCOCCOC(C)=O,acyclic_cluster:1,3
42,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,acyclic_cluster:1,3
42,DKPFZGUDAPQIHT-UHFFFAOYSA-N,CCCCOC(C)=O,acyclic_cluster:1,3
42,XNWFRZJHXBZDAG-UHFFFAOYSA-N,COCCO,acyclic_cluster:3,3
42,CSCPPACGZOOCGX-UHFFFAOYSA-N,CC(C)=O,acyclic_cluster:44,3
42,SVTBMSDMJJWYQN-UHFFFAOYSA-N,CC(O)CC(C)(C)O,acyclic_cluster:51,3
42,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,acyclic_cluster:54,3
42,NKKMVIVFRUYPLQ-NSCUHMNNSA-N,C/C=C/C#N,acyclic_cluster:56,3
42,PHTQWCKDNZKARW-UHFFFAOYSA-N,CC(C)CCO,acyclic_cluster:7,3
42,MSXVEPNJUHWQHW-UHFFFAOYSA-N,CCC(C)(C)O,acyclic_cluster:57,3
42,POLCUAVZOMRGSN-UHFFFAOYSA-N,CCCOCCC,acyclic_cluster:4,3
42,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,CC(C)OC(C)C,acyclic_cluster:58,3
42,LCZUOKDVTBMCMX-UHFFFAOYSA-N,Cc1cnc(C)cn1,ring:c1cnccn1,3
42,QWTDNUCVQCZILF-UHFFFAOYSA-N,CCC(C)C,acyclic_cluster:17,3
42,ZQDPJFUHLCOCRG-WAYWQWQTSA-N,CC/C=C\CC,acyclic_cluster:18,3
42,ZQDPJFUHLCOCRG-AATRIKPKSA-N,CC/C=C/CC,acyclic_cluster:18,3
42,LJSQFQKUNVCTIA-UHFFFAOYSA-N,CCSCC,acyclic_cluster:66,3
42,ZMANZCXQSJIPKH-UHFFFAOYSA-N,CCN(CC)CC,acyclic_cluster:68,3
42,BOGRNZQRTNVZCZ-AATRIKPKSA-N,C=C/C(C)=C/C,acyclic_cluster:72,3
42,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,acyclic_cluster:6,4
42,BDERNNFJNOPAEC-UHFFFAOYSA-N,CCCO,acyclic_cluster:10,4
42,CBTVGIZVANVGBH-UHFFFAOYSA-N,CC(C)(N)CO,acyclic_cluster:23,4
42,CQEYYJKEWSMYFG-UHFFFAOYSA-N,C=CC(=O)OCCCC,acyclic_cluster:6,4
42,FXHOOIRPVKKKFG-UHFFFAOYSA-N,CC(=O)N(C)C,acyclic_cluster:26,4
42,FYIRUPZTYPILDH-UHFFFAOYSA-N,FC(F)C(F)C(F)(F)F,acyclic_cluster:27,4
42,GSEJCLTVZPLZKY-UHFFFAOYSA-N,OCCN(CCO)CCO,acyclic_cluster:12,4
42,HPXRVTGHNJAIIH-UHFFFAOYSA-N,OC1CCCCC1,ring:C1CCCCC1,4
42,HZAXFHJVJLSVMW-UHFFFAOYSA-N,NCCO,acyclic_cluster:2,4
42,JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1,ring:O=C1CCCCC1,4
42,JIGUQPWFLRLWPJ-UHFFFAOYSA-N,C=CC(=O)OCC,acyclic_cluster:6,4
42,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,acyclic_cluster:10,4
42,LVTYICIALWPMFW-UHFFFAOYSA-N,CC(O)CNCC(C)O,acyclic_cluster:30,4
42,LYCAIKOWRPUZTN-UHFFFAOYSA-N,OCCO,acyclic_cluster:8,4
42,LZJIBRSVPKKOSI-UHFFFAOYSA-O,O=[N+]([O-])[O-].[NH3+]CCO,acyclic_cluster:31,4
42,NEQXUPRFDXNNTA-UHFFFAOYSA-N,CC(O)C(=O)O.NCCO,acyclic_cluster:2,4
42,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,acyclic_cluster:33,4
42,QTBSBXVTEAMEQO-UHFFFAOYSA-N,CC(=O)O,acyclic_cluster:2,4
42,RJQQOKKINHMXIM-UHFFFAOYSA-N,CC(O)C(=O)O.OCCN(CCO)CCO,acyclic_cluster:12,4
42,UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1,ring:C1CCCCC1,4
42,UPCXAARSWVHVLY-UHFFFAOYSA-N,CC(=O)O.OCCN(CCO)CCO,acyclic_cluster:2,4
42,VVLAIYIMMFWRFW-UHFFFAOYSA-N,CC(=O)O.NCCO,acyclic_cluster:2,4
42,WZLFPVPRZGTCKP-UHFFFAOYSA-N,CC(F)(F)CC(F)(F)F,acyclic_cluster:34,4
42,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,ring:C1CCCCC1,4
42,NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(=O)CC(C)C,acyclic_cluster:16,4
42,YPFDHNVEDLHUCE-UHFFFAOYSA-N,OCCCO,acyclic_cluster:8,4
42,WERYXYBDKMZEQL-UHFFFAOYSA-N,OCCCCO,acyclic_cluster:8,4
42,GWYFCOCPABKNJV-UHFFFAOYSA-N,CC(C)CC(=O)O,acyclic_cluster:16,4
42,DHKHKXVYLBGOIT-UHFFFAOYSA-N,CCOC(C)OCC,acyclic_cluster:52,4
42,FVSKHRXBFJPNKK-UHFFFAOYSA-N,CCC#N,acyclic_cluster:55,4
42,LFSAPCRASZRSKS-UHFFFAOYSA-N,CC1CCCCC1=O,ring:O=C1CCCCC1,4
42,UJBOOUHRTQVGRU-UHFFFAOYSA-N,CC1CCCC(=O)C1,ring:O=C1CCCCC1,4
42,VGVHNLRUAMRIEW-UHFFFAOYSA-N,CC1CCC(=O)CC1,ring:O=C1CCCCC1,4
42,NDVWOBYBJYUSMF-UHFFFAOYSA-N,CC1CCCCC1O,ring:C1CCCCC1,4
42,HTSABYAWKQAHBT-UHFFFAOYSA-N,CC1CCCC(O)C1,ring:C1CCCCC1,4
42,MQWCXKGKQLNYQG-UHFFFAOYSA-N,CC1CCC(O)CC1,ring:C1CCCCC1,4
42,QGJOPFRUJISHPQ-UHFFFAOYSA-N,S=C=S,acyclic_cluster:59,4
42,MHNNAWXXUZQSNM-UHFFFAOYSA-N,C=C(C)CC,acyclic_cluster:61,4
42,PIICEJLVQHRZGT-UHFFFAOYSA-N,NCCN,acyclic_cluster:63,4
42,JUJWROOIHBZHMG-UHFFFAOYSA-N,c1ccncc1,ring:c1ccncc1,4
42,HLLCNVLEVVFTJB-UHFFFAOYSA-N,CCC(C)(C)F,acyclic_cluster:67,4
43,AFBPFSWMIHJQDM-UHFFFAOYSA-N,CNc1ccccc1,ring:c1ccccc1,0
43,FYIRUPZTYPILDH-UHFFFAOYSA-N,FC(F)C(F)C(F)(F)F,acyclic_cluster:27,0
43,IIRFCWANHMSDCG-UHFFFAOYSA-N,O=C1CCCCCCC1,ring:O=C1CCCCCCC1,0
43,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,acyclic_cluster:29,0
43,VFTFKUDGYRBSAL-UHFFFAOYSA-N,C1COCCOCCOCCOCCO1,ring:C1COCCOCCOCCOCCO1,0
43,WZLFPVPRZGTCKP-UHFFFAOYSA-N,CC(F)(F)CC(F)(F)F,acyclic_cluster:34,0
43,XQQZRZQVBFHBHL-UHFFFAOYSA-N,C1COCCOCCOCCO1,ring:C1COCCOCCOCCO1,0
43,YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1,ring:c1ccccc1,0
43,JFDZBHWFFUWGJE-UHFFFAOYSA-N,N#Cc1ccccc1,ring:c1ccccc1,0
43,SQYNKIJPMDEDEG-UHFFFAOYSA-N,CC1OC(C)OC(C)O1,ring:C1OCOCO1,0
43,ISPYQTSUDJAMAB-UHFFFAOYSA-N,Oc1ccccc1Cl,ring:c1ccccc1,0
43,SVTBMSDMJJWYQN-UHFFFAOYSA-N,CC(O)CC(C)(C)O,acyclic_cluster:51,0
43,QJPJQTDYNZXKQF-UHFFFAOYSA-N,COc1ccc(Br)cc1,ring:c1ccccc1,0
43,WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,ring:c1ccccc1,0
43,QWVGKYWNOKOFNN-UHFFFAOYSA-N,Cc1ccccc1O,ring:c1ccccc1,0
43,RLSSMJSEOOYNOY-UHFFFAOYSA-N,Cc1cccc(O)c1,ring:c1ccccc1,0
43,RDOXTESZEPMUJZ-UHFFFAOYSA-N,COc1ccccc1,ring:c1ccccc1,0
43,MVPPADPHJFYWMZ-UHFFFAOYSA-N,Clc1ccccc1,ring:c1ccccc1,0
43,UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,ring:c1ccccc1,0
43,UQEAIHBTYFGYIE-UHFFFAOYSA-N,C[Si](C)(C)O[Si](C)(C)C,acyclic_cluster:62,0
43,GETTZEONDQJALK-UHFFFAOYSA-N,FC(F)(F)c1ccccc1,ring:c1ccccc1,0
43,QBELEDRHMPMKHP-UHFFFAOYSA-N,Clc1ccccc1Br,ring:c1ccccc1,0
43,JRGGUPZKKTVKOV-UHFFFAOYSA-N,Clc1cccc(Br)c1,ring:c1ccccc1,0
43,WQONPSCCEXUXTQ-UHFFFAOYSA-N,Brc1ccccc1Br,ring:c1ccccc1,0
43,JSRLURSZEMLAFO-UHFFFAOYSA-N,Brc1cccc(Br)c1,ring:c1ccccc1,0
43,RFFLAFLAYFXFSW-UHFFFAOYSA-N,Clc1ccccc1Cl,ring:c1ccccc1,0
43,ZPQOPVIELGIULI-UHFFFAOYSA-N,Clc1cccc(Cl)c1,ring:c1ccccc1,0
43,SFPQFQUXAJOWNF-UHFFFAOYSA-N,Ic1cccc(I)c1,ring:c1ccccc1,0
43,ROSDSFDQCJNGOL-UHFFFAOYSA-N,CNC,acyclic_cluster:64,0
43,QARVLSVVCXYDNA-UHFFFAOYSA-N,Brc1ccccc1,ring:c1ccccc1,0
43,PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fc1ccccc1,ring:c1ccccc1,0
43,SNHMUERNLJLMHN-UHFFFAOYSA-N,Ic1ccccc1,ring:c1ccccc1,0
43,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Nc1ccccc1,ring:c1ccccc1,0
43,IBSQPLPBRSHTTG-UHFFFAOYSA-N,Cc1ccccc1Cl,ring:c1ccccc1,0
43,OSOUNOBYRMOXQQ-UHFFFAOYSA-N,Cc1cccc(Cl)c1,ring:c1ccccc1,0
43,NPDACUSDTOMAMK-UHFFFAOYSA-N,Cc1ccc(Cl)cc1,ring:c1ccccc1,0
43,MMZYCBHLNZVROM-UHFFFAOYSA-N,Cc1ccccc1F,ring:c1ccccc1,0
43,BTQZKHUEUDPRST-UHFFFAOYSA-N,Cc1cccc(F)c1,ring:c1ccccc1,0
43,WRWPPGUCZBJXKX-UHFFFAOYSA-N,Cc1ccc(F)cc1,ring:c1ccccc1,0
43,RRHGJUQNOFWUDK-UHFFFAOYSA-N,C=CC(=C)C,acyclic_cluster:70,0
43,RCJMVGJKROQDCB-UHFFFAOYSA-N,C=C(C)C=CC,acyclic_cluster:71,0
