partition_seed,inchikey,smiles,scaffold,fold
42,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Nc1ccccc1,ring:c1ccccc1,0
42,IBSQPLPBRSHTTG-UHFFFAOYSA-N,Cc1ccccc1Cl,ring:c1ccccc1,0
42,OSOUNOBYRMOXQQ-UHFFFAOYSA-N,Cc1cccc(Cl)c1,ring:c1ccccc1,0
42,NPDACUSDTOMAMK-UHFFFAOYSA-N,Cc1ccc(Cl)cc1,ring:c1ccccc1,0
42,MMZYCBHLNZVROM-UHFFFAOYSA-N,Cc1ccccc1F,ring:c1ccccc1,0
42,BTQZKHUEUDPRST-UHFFFAOYSA-N,Cc1cccc(F)c1,ring:c1ccccc1,0
42,WRWPPGUCZBJXKX-UHFFFAOYSA-N,Cc1ccc(F)cc1,ring:c1ccccc1,0
42,CWIFAKBLLXGZIC-UHFFFAOYSA-N,FC(F)C(F)(F)OCC(F)(F)F,acyclic_cluster:24,0
42,HCBRSIIGBBDDCD-UHFFFAOYSA-N,FC(F)C(F)(F)OCC(F)(F)C(F)F,acyclic_cluster:24,0
42,GOYDNIKZWGIXJT-UHFFFAOYSA-N,Fc1ccccc1F,ring:c1ccccc1,0
42,DLRJIFUOBPOJNS-UHFFFAOYSA-N,CCOc1ccccc1,ring:c1ccccc1,0
42,SECXISVLQFMRJM-UHFFFAOYSA-N,CN1CCCC1=O,ring:O=C1CCCN1,0
42,ZNSMNVMLTJELDZ-UHFFFAOYSA-N,ClCCOCCCl,acyclic_cluster:81,0
42,AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,acyclic_cluster:0,1
42,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,acyclic_cluster:8,1
42,BBMCTIGTTCKYKF-UHFFFAOYSA-N,CCCCCCCO,acyclic_cluster:0,1
42,BDERNNFJNOPAEC-UHFFFAOYSA-N,CCCO,acyclic_cluster:11,1
42,BKIMMITUMNQMOS-UHFFFAOYSA-N,CCCCCCCCC,acyclic_cluster:0,1
42,CQEYYJKEWSMYFG-UHFFFAOYSA-N,C=CC(=O)OCCCC,acyclic_cluster:8,1
42,IMNFDUFMRHMDMM-UHFFFAOYSA-N,CCCCCCC,acyclic_cluster:0,1
42,JIGUQPWFLRLWPJ-UHFFFAOYSA-N,C=CC(=O)OCC,acyclic_cluster:8,1
42,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,acyclic_cluster:0,1
42,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,acyclic_cluster:33,1
42,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,acyclic_cluster:11,1
42,MWKFXSUHUHTGQN-UHFFFAOYSA-N,CCCCCCCCCCO,acyclic_cluster:0,1
42,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,acyclic_cluster:37,1
42,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,acyclic_cluster:0,1
42,XQQZRZQVBFHBHL-UHFFFAOYSA-N,C1COCCOCCOCCO1,ring:C1COCCOCCOCCO1,1
42,YFMFNYKEUDLDTL-UHFFFAOYSA-N,FC(C(F)(F)F)C(F)(F)F,acyclic_cluster:40,1
42,YIWUKEYIRIRTPP-UHFFFAOYSA-N,CCCCC(CC)CO,acyclic_cluster:41,1
42,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,CCCCCCO,acyclic_cluster:0,1
42,RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,acyclic_cluster:49,1
42,SQYNKIJPMDEDEG-UHFFFAOYSA-N,CC1OC(C)OC(C)O1,ring:C1OCOCO1,1
42,FERIUCNNQQJTOY-UHFFFAOYSA-N,CCCC(=O)O,acyclic_cluster:16,1
42,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,CCCCC(=O)O,acyclic_cluster:16,1
42,DHKHKXVYLBGOIT-UHFFFAOYSA-N,CCOC(C)OCC,acyclic_cluster:56,1
42,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,acyclic_cluster:58,1
42,LCZUOKDVTBMCMX-UHFFFAOYSA-N,Cc1cnc(C)cn1,ring:c1cnccn1,1
42,OFBQJSOFQDEBGM-UHFFFAOYSA-N,CCCCC,acyclic_cluster:0,1
42,VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC,acyclic_cluster:0,1
42,RWNKSTSCBHKHTB-UHFFFAOYSA-N,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,acyclic_cluster:20,1
42,CYTYCFOTNPOANT-UHFFFAOYSA-N,ClC(Cl)=C(Cl)Cl,acyclic_cluster:20,1
42,KFUSEUYYWQURPO-UPHRSURJSA-N,Cl/C=C\Cl,acyclic_cluster:21,1
42,KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl/C=C/Cl,acyclic_cluster:21,1
42,OEPRBXUJOQLYID-UHFFFAOYSA-N,CCCCCF,acyclic_cluster:0,1
42,ZRKMQKLGEQPLNS-UHFFFAOYSA-N,CCCCCS,acyclic_cluster:0,1
42,QQONPFPTGQHPMA-UHFFFAOYSA-N,C=CC,acyclic_cluster:73,1
42,YSIMAPNUZAVQER-UHFFFAOYSA-N,CCCCCCCC#N,acyclic_cluster:0,1
42,HBZDPWBWBJMYRY-UHFFFAOYSA-N,CCCCCCCCCC#N,acyclic_cluster:0,1
42,SZKKNEOUHLFYNA-UHFFFAOYSA-N,CCCCCCCCCCC#N,acyclic_cluster:0,1
42,CJSBUWDGPXGFGA-UHFFFAOYSA-N,C=CC=C(C)C,acyclic_cluster:77,1
42,BWEKDYGHDCHWEN-UHFFFAOYSA-N,CCCC=C(C)C,acyclic_cluster:79,1
42,WNXJIVFYUVYPPR-UHFFFAOYSA-N,C1COCO1,ring:C1COCO1,1
42,RJUFJBKOKNCXHH-UHFFFAOYSA-N,CCC(=O)OC,acyclic_cluster:25,1
42,UUIQMZJEGPQKFD-UHFFFAOYSA-N,CCCC(=O)OC,acyclic_cluster:25,1
42,WSLDOOZREJYCGB-UHFFFAOYSA-N,ClCCCl,acyclic_cluster:7,1
42,KNKRKFALVUDBJE-UHFFFAOYSA-N,CC(Cl)CCl,acyclic_cluster:82,1
42,YHRUOJUYPBUZOS-UHFFFAOYSA-N,ClCCCCl,acyclic_cluster:7,1
42,KJDRSWPQXHESDQ-UHFFFAOYSA-N,ClCCCCCl,acyclic_cluster:7,1
42,YMWUJEATGCHHMB-UHFFFAOYSA-N,ClCCl,acyclic_cluster:7,1
42,CRVGTESFCCXCTH-UHFFFAOYSA-N,CN(CCO)CCO,acyclic_cluster:14,2
42,DKGAVHZHDRPRBM-UHFFFAOYSA-N,CC(C)(C)O,acyclic_cluster:28,2
42,FRZPYEHDSAQGAS-UHFFFAOYSA-M,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,ring:c1c[nH+]c[nH]1,2
42,GRYUVYIMDGRRLN-UHFFFAOYSA-N,CCCCn1c(C)c(C)[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ring:c1c[nH+]c[nH]1,2
42,GSEJCLTVZPLZKY-UHFFFAOYSA-N,OCCN(CCO)CCO,acyclic_cluster:13,2
42,HQWOEDCLDNFWEV-UHFFFAOYSA-M,CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1,ring:c1c[nH+]c[nH]1,2
42,HZKDSQCZNUUQIF-UHFFFAOYSA-M,CCn1cc[n+](C)c1.O=S(=O)([O-])O,ring:c1c[nH+]c[nH]1,2
42,IEJIGPNLZYLLBP-UHFFFAOYSA-N,COC(=O)OC,acyclic_cluster:15,2
42,JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1,ring:O=C1CCCCC1,2
42,JYPJLAPMBJKRDG-UHFFFAOYSA-M,CCCCS(=O)(=O)[O-].CCn1cc[n+](C)c1,ring:c1c[nH+]c[nH]1,2
42,KLTUZFZUYLXTFF-UHFFFAOYSA-N,C[n+]1ccn(CCO)c1.F[B-](F)(F)F,ring:c1c[nH+]c[nH]1,2
42,LSBXQLQATZTAPE-UHFFFAOYSA-N,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,ring:c1c[nH+]c[nH]1,2
42,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,CN=C(C)O,acyclic_cluster:36,2
42,QRCRANRUHQKZME-UHFFFAOYSA-N,CCCCn1c(C)c(C)[n+](C)c1C.F[B-](F)(F)F,ring:c1c[nH+]c[nH]1,2
42,RJQQOKKINHMXIM-UHFFFAOYSA-N,CC(O)C(=O)O.OCCN(CCO)CCO,acyclic_cluster:13,2
42,SIXHYMZEOJSYQH-UHFFFAOYSA-M,CCCCn1cc[n+](C)c1.N#C[S-],ring:c1c[nH+]c[nH]1,2
42,UCCKRVYTJPMHRO-UHFFFAOYSA-N,CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ring:c1c[nH+]c[nH]1,2
42,UEEJHVSXFDXPFK-UHFFFAOYSA-N,CN(C)CCO,acyclic_cluster:14,2
42,VCAIYEJBOWHUGP-UHFFFAOYSA-N,CCCCn1cc[n+](C)c1C.F[B-](F)(F)F,ring:c1c[nH+]c[nH]1,2
42,VRFOKYHDLYBVAL-UHFFFAOYSA-M,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,ring:c1c[nH+]c[nH]1,2
42,XDJYSDBSJWNTQT-UHFFFAOYSA-N,CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ring:c1c[nH+]c[nH]1,2
42,ZBCBWPMODOFKDW-UHFFFAOYSA-N,OCCNCCO,acyclic_cluster:42,2
42,ZPTRYWVRCNOTAS-UHFFFAOYSA-M,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,ring:c1c[nH+]c[nH]1,2
42,KXKVLQRXCPHEJC-UHFFFAOYSA-N,COC(C)=O,acyclic_cluster:15,2
42,DIQMPQMYFZXDAX-UHFFFAOYSA-N,CCCCCOC=O,acyclic_cluster:45,2
42,GJRQTCIYDGXPES-UHFFFAOYSA-N,CC(=O)OCC(C)C,acyclic_cluster:46,2
42,XNLICIUVMPYHGG-UHFFFAOYSA-N,CCCC(C)=O,acyclic_cluster:10,2
42,FDPIMTJIUBPUKL-UHFFFAOYSA-N,CCC(=O)CC,acyclic_cluster:10,2
42,HEBKCHPVOIAQTA-NGQZWQHPSA-N,OC[C@@H](O)C(O)[C@@H](O)CO,acyclic_cluster:51,2
42,FVSKHRXBFJPNKK-UHFFFAOYSA-N,CCC#N,acyclic_cluster:59,2
42,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,CCC(C)=O,acyclic_cluster:10,2
42,XCIXKGXIYUWCLL-UHFFFAOYSA-N,OC1CCCC1,ring:C1CCCC1,2
42,LFSAPCRASZRSKS-UHFFFAOYSA-N,CC1CCCCC1=O,ring:O=C1CCCCC1,2
42,UJBOOUHRTQVGRU-UHFFFAOYSA-N,CC1CCCC(=O)C1,ring:O=C1CCCCC1,2
42,VGVHNLRUAMRIEW-UHFFFAOYSA-N,CC1CCC(=O)CC1,ring:O=C1CCCCC1,2
42,MHNNAWXXUZQSNM-UHFFFAOYSA-N,C=C(C)CC,acyclic_cluster:64,2
42,RGSFGYAAUTVSQA-UHFFFAOYSA-N,C1CCCC1,ring:C1CCCC1,2
42,GDOPTJXRTPNYNR-UHFFFAOYSA-N,CC1CCCC1,ring:C1CCCC1,2
42,NEZRFXZYPAIZAD-UHFFFAOYSA-N,CCC1CCC1,ring:C1CCC1,2
42,UQEAIHBTYFGYIE-UHFFFAOYSA-N,C[Si](C)(C)O[Si](C)(C)C,acyclic_cluster:65,2
42,ROSDSFDQCJNGOL-UHFFFAOYSA-N,CNC,acyclic_cluster:67,2
42,GETQZCLCWQTVFV-UHFFFAOYSA-N,CN(C)C,acyclic_cluster:68,2
42,WQAQPCDUOCURKW-UHFFFAOYSA-N,CCCCS,acyclic_cluster:69,2
42,PMJHHCWVYXUKFD-SNAWJCMRSA-N,C=C/C=C/C,acyclic_cluster:22,2
42,RRHGJUQNOFWUDK-UHFFFAOYSA-N,C=CC(=C)C,acyclic_cluster:74,2
42,APPOKADJQUIAHP-UHFFFAOYSA-N,CC=CC=CC,acyclic_cluster:22,2
42,SDJHPPZKZZWAKF-UHFFFAOYSA-N,C=C(C)C(=C)C,acyclic_cluster:78,2
42,BMRWNKZVCUKKSR-UHFFFAOYSA-N,CCC(O)CO,acyclic_cluster:12,3
42,BTGRAWJCKBQKAO-UHFFFAOYSA-N,N#CCCCCC#N,acyclic_cluster:2,3
42,BTNXBLUGMAMSSH-UHFFFAOYSA-N,N#CCCCCCCC#N,acyclic_cluster:2,3
42,CGZZMOTZOONQIA-UHFFFAOYSA-N,O=C1CCCCCC1,ring:O=C1CCCCCC1,3
42,DNIAPMSPPWPWGF-UHFFFAOYSA-N,CC(O)CO,acyclic_cluster:9,3
42,HPXRVTGHNJAIIH-UHFFFAOYSA-N,OC1CCCCC1,ring:C1CCCCC1,3
42,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(C)=O,acyclic_cluster:32,3
42,IIRFCWANHMSDCG-UHFFFAOYSA-N,O=C1CCCCCCC1,ring:O=C1CCCCCCC1,3
42,LBHLGZNUPKUZJC-UHFFFAOYSA-N,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,ring:C1CC[NH2+]C1,3
42,LLEVMYXEJUDBTA-UHFFFAOYSA-N,N#CCCCCCC#N,acyclic_cluster:2,3
42,MCTWTZJPVLRJOU-UHFFFAOYSA-N,Cn1ccnc1,ring:c1c[nH]cn1,3
42,OOKUTCYPKPJYFV-UHFFFAOYSA-N,Br.Cn1ccnc1,ring:c1c[nH]cn1,3
42,PEDCQBHIVMGVHV-UHFFFAOYSA-N,OCC(O)CO,acyclic_cluster:12,3
42,RYHBNJHYFVUHQT-UHFFFAOYSA-N,C1COCCO1,ring:C1COCCO1,3
42,SBZXBUIDTXKZTM-UHFFFAOYSA-N,COCCOCCOC,acyclic_cluster:4,3
42,SHQSVMDWKBRBGB-UHFFFAOYSA-N,O=C1CCC1,ring:O=C1CCC1,3
42,STCBHSHARMAIOM-UHFFFAOYSA-N,Cl.Cn1ccnc1,ring:c1c[nH]cn1,3
42,UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1,ring:C1CCCCC1,3
42,UODQEMVTULZGKO-UHFFFAOYSA-N,CCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ring:C1CC[NH2+]C1,3
42,VFTFKUDGYRBSAL-UHFFFAOYSA-N,C1COCCOCCOCCOCCO1,ring:C1COCCOCCOCCOCCO1,3
42,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,ring:C1CCCCC1,3
42,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,acyclic_cluster:39,3
42,XTHFKEDIFFGKHM-UHFFFAOYSA-N,COCCOC,acyclic_cluster:4,3
42,YEJRWHAVMIAJKC-UHFFFAOYSA-N,O=C1CCCO1,ring:O=C1CCCO1,3
42,YFNKIDBQEZZDLK-UHFFFAOYSA-N,COCCOCCOCCOC,acyclic_cluster:4,3
42,ZMXDDKWLCZADIW-UHFFFAOYSA-N,CN(C)C=O,acyclic_cluster:44,3
42,ZTOMUSMDRMJOTH-UHFFFAOYSA-N,N#CCCCC#N,acyclic_cluster:2,3
42,ZUHZGEOKBKGPSW-UHFFFAOYSA-N,COCCOCCOCCOCCOC,acyclic_cluster:4,3
42,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,CC(C)CO,acyclic_cluster:9,3
42,XNWFRZJHXBZDAG-UHFFFAOYSA-N,COCCO,acyclic_cluster:4,3
42,CSCPPACGZOOCGX-UHFFFAOYSA-N,CC(C)=O,acyclic_cluster:48,3
42,SPEUIVXLLWOEMJ-UHFFFAOYSA-N,COC(C)OC,acyclic_cluster:54,3
42,NKKMVIVFRUYPLQ-NSCUHMNNSA-N,C/C=C/C#N,acyclic_cluster:60,3
42,PHTQWCKDNZKARW-UHFFFAOYSA-N,CC(C)CCO,acyclic_cluster:9,3
42,NDVWOBYBJYUSMF-UHFFFAOYSA-N,CC1CCCCC1O,ring:C1CCCCC1,3
42,HTSABYAWKQAHBT-UHFFFAOYSA-N,CC1CCCC(O)C1,ring:C1CCCCC1,3
42,MQWCXKGKQLNYQG-UHFFFAOYSA-N,CC1CCC(O)CC1,ring:C1CCCCC1,3
42,YWAKXRMUMFPDSH-UHFFFAOYSA-N,C=CCCC,acyclic_cluster:23,3
42,PIICEJLVQHRZGT-UHFFFAOYSA-N,NCCN,acyclic_cluster:66,3
42,LJSQFQKUNVCTIA-UHFFFAOYSA-N,CCSCC,acyclic_cluster:70,3
42,HLLCNVLEVVFTJB-UHFFFAOYSA-N,CCC(C)(C)F,acyclic_cluster:71,3
42,ZMANZCXQSJIPKH-UHFFFAOYSA-N,CCN(CC)CC,acyclic_cluster:72,3
42,KVNRLNFWIYMESJ-UHFFFAOYSA-N,CCCC#N,acyclic_cluster:2,3
42,RFFFKMOABOFIDF-UHFFFAOYSA-N,CCCCC#N,acyclic_cluster:2,3
42,AILKHAQXUAOOFU-UHFFFAOYSA-N,CCCCCC#N,acyclic_cluster:2,3
42,ZGEGCLOFRBLKSE-UHFFFAOYSA-N,C=CCCCCC,acyclic_cluster:23,3
42,GAEKPEKOJKCEMS-UHFFFAOYSA-N,CC1CCC(=O)O1,ring:O=C1CCCO1,3
42,BGTOWKSIORTVQH-UHFFFAOYSA-N,O=C1CCCC1,ring:O=C1CCCC1,4
42,BTANRVKWQNVYAZ-UHFFFAOYSA-N,CCC(C)O,acyclic_cluster:18,4
42,CBTVGIZVANVGBH-UHFFFAOYSA-N,CC(C)(N)CO,acyclic_cluster:27,4
42,HXJUTPCZVOIRIF-UHFFFAOYSA-N,O=S1(=O)CCCC1,ring:O=S1(=O)CCCC1,4
42,HZAXFHJVJLSVMW-UHFFFAOYSA-N,NCCO,acyclic_cluster:3,4
42,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,acyclic_cluster:6,4
42,LVTYICIALWPMFW-UHFFFAOYSA-N,CC(O)CNCC(C)O,acyclic_cluster:34,4
42,LYCAIKOWRPUZTN-UHFFFAOYSA-N,OCCO,acyclic_cluster:6,4
42,LZJIBRSVPKKOSI-UHFFFAOYSA-O,O=[N+]([O-])[O-].[NH3+]CCO,acyclic_cluster:35,4
42,MTHSVFCYNBDYFN-UHFFFAOYSA-N,OCCOCCO,acyclic_cluster:5,4
42,NEQXUPRFDXNNTA-UHFFFAOYSA-N,CC(O)C(=O)O.NCCO,acyclic_cluster:3,4
42,OIFBSDVPJOWBCH-UHFFFAOYSA-N,CCOC(=O)OCC,acyclic_cluster:1,4
42,QTBSBXVTEAMEQO-UHFFFAOYSA-N,CC(=O)O,acyclic_cluster:3,4
42,UPCXAARSWVHVLY-UHFFFAOYSA-N,CC(=O)O.OCCN(CCO)CCO,acyclic_cluster:3,4
42,UWHCKJMYHZGTIT-UHFFFAOYSA-N,OCCOCCOCCOCCO,acyclic_cluster:5,4
42,VVLAIYIMMFWRFW-UHFFFAOYSA-N,CC(=O)O.NCCO,acyclic_cluster:3,4
42,WYJOVVXUZNRJQY-UHFFFAOYSA-N,CC(=O)c1cccs1,ring:c1ccsc1,4
42,YEYKMVJDLWJFOA-UHFFFAOYSA-N,CCCOCCO,acyclic_cluster:5,4
42,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,OCCOCCOCCO,acyclic_cluster:5,4
42,HXDLWJWIAHWIKI-UHFFFAOYSA-N,CC(=O)OCCO,acyclic_cluster:1,4
42,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,CCOC(=O)CC(=O)OCC,acyclic_cluster:1,4
42,SVONRAPFKPVNKG-UHFFFAOYSA-N,CCOCCOC(C)=O,acyclic_cluster:1,4
42,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,acyclic_cluster:1,4
42,DKPFZGUDAPQIHT-UHFFFAOYSA-N,CCCCOC(C)=O,acyclic_cluster:1,4
42,NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(=O)CC(C)C,acyclic_cluster:17,4
42,NVJBFARDFTXOTO-UHFFFAOYSA-N,CCOS(=O)OCC,acyclic_cluster:52,4
42,YPFDHNVEDLHUCE-UHFFFAOYSA-N,OCCCO,acyclic_cluster:6,4
42,WERYXYBDKMZEQL-UHFFFAOYSA-N,OCCCCO,acyclic_cluster:6,4
42,GWYFCOCPABKNJV-UHFFFAOYSA-N,CC(C)CC(=O)O,acyclic_cluster:17,4
42,MSXVEPNJUHWQHW-UHFFFAOYSA-N,CCC(C)(C)O,acyclic_cluster:61,4
42,POLCUAVZOMRGSN-UHFFFAOYSA-N,CCCOCCC,acyclic_cluster:5,4
42,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,CC(C)OC(C)C,acyclic_cluster:62,4
42,QGJOPFRUJISHPQ-UHFFFAOYSA-N,S=C=S,acyclic_cluster:63,4
42,FOTXAJDDGPYIFU-UHFFFAOYSA-N,CCC1CC1,ring:C1CC1,4
42,QWTDNUCVQCZILF-UHFFFAOYSA-N,CCC(C)C,acyclic_cluster:18,4
42,ZQDPJFUHLCOCRG-WAYWQWQTSA-N,CC/C=C\CC,acyclic_cluster:19,4
42,ZQDPJFUHLCOCRG-AATRIKPKSA-N,CC/C=C/CC,acyclic_cluster:19,4
42,YLQBMQCUIZJEEH-UHFFFAOYSA-N,c1ccoc1,ring:c1ccoc1,4
42,JUJWROOIHBZHMG-UHFFFAOYSA-N,c1ccncc1,ring:c1ccncc1,4
42,RCJMVGJKROQDCB-UHFFFAOYSA-N,C=C(C)C=CC,acyclic_cluster:75,4
42,BOGRNZQRTNVZCZ-AATRIKPKSA-N,C=C/C(C)=C/C,acyclic_cluster:76,4
42,JBTWLSYIZRCDFO-UHFFFAOYSA-N,CCOC(=O)OC,acyclic_cluster:1,4
42,WYURNTSHIVDZCO-UHFFFAOYSA-N,C1CCOC1,ring:C1CCOC1,4
42,JWUJQDFVADABEY-UHFFFAOYSA-N,CC1CCCO1,ring:C1CCOC1,4
42,KGPPDNUWZNWPSI-UHFFFAOYSA-N,FC(F)(F)COCC(F)(F)F,acyclic_cluster:80,4
42,RUOJZAUFBMNUDX-UHFFFAOYSA-N,CC1COC(=O)O1,ring:O=C1OCCO1,4
42,KMTRUDSVKNLOMY-UHFFFAOYSA-N,O=C1OCCO1,ring:O=C1OCCO1,4
43,AFBPFSWMIHJQDM-UHFFFAOYSA-N,CNc1ccccc1,ring:c1ccccc1,0
43,BGTOWKSIORTVQH-UHFFFAOYSA-N,O=C1CCCC1,ring:O=C1CCCC1,0
43,FYIRUPZTYPILDH-UHFFFAOYSA-N,FC(F)C(F)C(F)(F)F,acyclic_cluster:31,0
43,WYJOVVXUZNRJQY-UHFFFAOYSA-N,CC(=O)c1cccs1,ring:c1ccsc1,0
43,YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1,ring:c1ccccc1,0
43,ZMXDDKWLCZADIW-UHFFFAOYSA-N,CN(C)C=O,acyclic_cluster:44,0
43,JFDZBHWFFUWGJE-UHFFFAOYSA-N,N#Cc1ccccc1,ring:c1ccccc1,0
43,DTQVDTLACAAQTR-UHFFFAOYSA-N,O=C(O)C(F)(F)F,acyclic_cluster:50,0
43,ISPYQTSUDJAMAB-UHFFFAOYSA-N,Oc1ccccc1Cl,ring:c1ccccc1,0
43,QJPJQTDYNZXKQF-UHFFFAOYSA-N,COc1ccc(Br)cc1,ring:c1ccccc1,0
43,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,acyclic_cluster:58,0
