source_file,source_sha256,doi,title,dataset_number,property_name,property_family,value,unit,expanded_uncertainty,standard_uncertainty,uncertainty_kind,confidence_level,temperature_k,pressure_kpa,frequency_mhz,phase,method,component_count,is_pure,primary_name,primary_formula,primary_inchi,primary_inchi_key,components_json
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1007__s10765-011-1086-8-2162c823dcc2.xml,695a4b41e73ad0efe8a4d1e1a434a4bdc3afd373d784061ca1ef42598e77f293,10.1007/s10765-011-1086-8,Studies on Hydrogen-Bond Interactions in Ternary Mixtures of Polar Solvents by Dielectric Constant Measurements,8,Relative permittivity at various frequencies,frequency_dependent,49.26,,0.3,,combined,95,303.15,101,1,Liquid,Parallel plate capacitor,2,False,dimethylformamide,C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C3H7NO"",""name"":""dimethylformamide"",""standard_inchi"":""InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"",""standard_inchi_key"":""ZMXDDKWLCZADIW-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""CH3NO"",""name"":""formamide"",""standard_inchi"":""InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"",""standard_inchi_key"":""ZHNUHDYFZUAESO-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1007__s10765-011-1086-8-2162c823dcc2.xml,695a4b41e73ad0efe8a4d1e1a434a4bdc3afd373d784061ca1ef42598e77f293,10.1007/s10765-011-1086-8,Studies on Hydrogen-Bond Interactions in Ternary Mixtures of Polar Solvents by Dielectric Constant Measurements,8,Relative permittivity at various frequencies,frequency_dependent,53.6,,0.32,,combined,95,303.15,101,1,Liquid,Parallel plate capacitor,2,False,dimethylformamide,C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C3H7NO"",""name"":""dimethylformamide"",""standard_inchi"":""InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"",""standard_inchi_key"":""ZMXDDKWLCZADIW-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""CH3NO"",""name"":""formamide"",""standard_inchi"":""InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"",""standard_inchi_key"":""ZHNUHDYFZUAESO-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1007__s10765-011-1086-8-2162c823dcc2.xml,695a4b41e73ad0efe8a4d1e1a434a4bdc3afd373d784061ca1ef42598e77f293,10.1007/s10765-011-1086-8,Studies on Hydrogen-Bond Interactions in Ternary Mixtures of Polar Solvents by Dielectric Constant Measurements,8,Relative permittivity at various frequencies,frequency_dependent,58.17,,0.35,,combined,95,303.15,101,1,Liquid,Parallel plate capacitor,2,False,dimethylformamide,C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C3H7NO"",""name"":""dimethylformamide"",""standard_inchi"":""InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"",""standard_inchi_key"":""ZMXDDKWLCZADIW-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""CH3NO"",""name"":""formamide"",""standard_inchi"":""InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"",""standard_inchi_key"":""ZHNUHDYFZUAESO-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1007__s10765-011-1086-8-2162c823dcc2.xml,695a4b41e73ad0efe8a4d1e1a434a4bdc3afd373d784061ca1ef42598e77f293,10.1007/s10765-011-1086-8,Studies on Hydrogen-Bond Interactions in Ternary Mixtures of Polar Solvents by Dielectric Constant Measurements,8,Relative permittivity at various frequencies,frequency_dependent,58.5,,0.35,,combined,95,303.15,101,1,Liquid,Parallel plate capacitor,2,False,dimethylformamide,C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C3H7NO"",""name"":""dimethylformamide"",""standard_inchi"":""InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"",""standard_inchi_key"":""ZMXDDKWLCZADIW-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""CH3NO"",""name"":""formamide"",""standard_inchi"":""InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"",""standard_inchi_key"":""ZHNUHDYFZUAESO-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1007__s10765-011-1086-8-2162c823dcc2.xml,695a4b41e73ad0efe8a4d1e1a434a4bdc3afd373d784061ca1ef42598e77f293,10.1007/s10765-011-1086-8,Studies on Hydrogen-Bond Interactions in Ternary Mixtures of Polar Solvents by Dielectric Constant Measurements,8,Relative permittivity at various frequencies,frequency_dependent,63.22,,0.38,,combined,95,303.15,101,1,Liquid,Parallel plate capacitor,2,False,dimethylformamide,C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C3H7NO"",""name"":""dimethylformamide"",""standard_inchi"":""InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"",""standard_inchi_key"":""ZMXDDKWLCZADIW-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""CH3NO"",""name"":""formamide"",""standard_inchi"":""InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"",""standard_inchi_key"":""ZHNUHDYFZUAESO-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1007__s10765-011-1086-8-2162c823dcc2.xml,695a4b41e73ad0efe8a4d1e1a434a4bdc3afd373d784061ca1ef42598e77f293,10.1007/s10765-011-1086-8,Studies on Hydrogen-Bond Interactions in Ternary Mixtures of Polar Solvents by Dielectric Constant Measurements,8,Relative permittivity at various frequencies,frequency_dependent,67.66,,0.41,,combined,95,303.15,101,1,Liquid,Parallel plate capacitor,2,False,dimethylformamide,C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C3H7NO"",""name"":""dimethylformamide"",""standard_inchi"":""InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"",""standard_inchi_key"":""ZMXDDKWLCZADIW-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""CH3NO"",""name"":""formamide"",""standard_inchi"":""InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"",""standard_inchi_key"":""ZHNUHDYFZUAESO-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1007__s10765-011-1086-8-2162c823dcc2.xml,695a4b41e73ad0efe8a4d1e1a434a4bdc3afd373d784061ca1ef42598e77f293,10.1007/s10765-011-1086-8,Studies on Hydrogen-Bond Interactions in Ternary Mixtures of Polar Solvents by Dielectric Constant Measurements,8,Relative permittivity at various frequencies,frequency_dependent,72.58,,0.44,,combined,95,303.15,101,1,Liquid,Parallel plate capacitor,2,False,dimethylformamide,C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C3H7NO"",""name"":""dimethylformamide"",""standard_inchi"":""InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"",""standard_inchi_key"":""ZMXDDKWLCZADIW-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""CH3NO"",""name"":""formamide"",""standard_inchi"":""InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"",""standard_inchi_key"":""ZHNUHDYFZUAESO-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1007__s10765-011-1086-8-2162c823dcc2.xml,695a4b41e73ad0efe8a4d1e1a434a4bdc3afd373d784061ca1ef42598e77f293,10.1007/s10765-011-1086-8,Studies on Hydrogen-Bond Interactions in Ternary Mixtures of Polar Solvents by Dielectric Constant Measurements,8,Relative permittivity at various frequencies,frequency_dependent,77.4,,0.46,,combined,95,303.15,101,1,Liquid,Parallel plate capacitor,2,False,dimethylformamide,C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C3H7NO"",""name"":""dimethylformamide"",""standard_inchi"":""InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"",""standard_inchi_key"":""ZMXDDKWLCZADIW-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""CH3NO"",""name"":""formamide"",""standard_inchi"":""InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"",""standard_inchi_key"":""ZHNUHDYFZUAESO-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1007__s10765-011-1086-8-2162c823dcc2.xml,695a4b41e73ad0efe8a4d1e1a434a4bdc3afd373d784061ca1ef42598e77f293,10.1007/s10765-011-1086-8,Studies on Hydrogen-Bond Interactions in Ternary Mixtures of Polar Solvents by Dielectric Constant Measurements,8,Relative permittivity at various frequencies,frequency_dependent,82.52,,0.5,,combined,95,303.15,101,1,Liquid,Parallel plate capacitor,2,False,dimethylformamide,C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C3H7NO"",""name"":""dimethylformamide"",""standard_inchi"":""InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"",""standard_inchi_key"":""ZMXDDKWLCZADIW-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""CH3NO"",""name"":""formamide"",""standard_inchi"":""InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"",""standard_inchi_key"":""ZHNUHDYFZUAESO-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1007__s10765-011-1086-8-2162c823dcc2.xml,695a4b41e73ad0efe8a4d1e1a434a4bdc3afd373d784061ca1ef42598e77f293,10.1007/s10765-011-1086-8,Studies on Hydrogen-Bond Interactions in Ternary Mixtures of Polar Solvents by Dielectric Constant Measurements,8,Relative permittivity at various frequencies,frequency_dependent,86.95,,0.52,,combined,95,303.15,101,1,Liquid,Parallel plate capacitor,2,False,dimethylformamide,C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C3H7NO"",""name"":""dimethylformamide"",""standard_inchi"":""InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"",""standard_inchi_key"":""ZMXDDKWLCZADIW-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""CH3NO"",""name"":""formamide"",""standard_inchi"":""InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"",""standard_inchi_key"":""ZHNUHDYFZUAESO-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1007__s10765-011-1086-8-2162c823dcc2.xml,695a4b41e73ad0efe8a4d1e1a434a4bdc3afd373d784061ca1ef42598e77f293,10.1007/s10765-011-1086-8,Studies on Hydrogen-Bond Interactions in Ternary Mixtures of Polar Solvents by Dielectric Constant Measurements,8,Relative permittivity at various frequencies,frequency_dependent,91.84,,0.55,,combined,95,303.15,101,1,Liquid,Parallel plate capacitor,2,False,dimethylformamide,C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C3H7NO"",""name"":""dimethylformamide"",""standard_inchi"":""InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"",""standard_inchi_key"":""ZMXDDKWLCZADIW-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""CH3NO"",""name"":""formamide"",""standard_inchi"":""InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"",""standard_inchi_key"":""ZHNUHDYFZUAESO-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1007__s10765-011-1086-8-2162c823dcc2.xml,695a4b41e73ad0efe8a4d1e1a434a4bdc3afd373d784061ca1ef42598e77f293,10.1007/s10765-011-1086-8,Studies on Hydrogen-Bond Interactions in Ternary Mixtures of Polar Solvents by Dielectric Constant Measurements,8,Relative permittivity at various frequencies,frequency_dependent,96.1,,0.58,,combined,95,303.15,101,1,Liquid,Parallel plate capacitor,2,False,dimethylformamide,C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C3H7NO"",""name"":""dimethylformamide"",""standard_inchi"":""InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"",""standard_inchi_key"":""ZMXDDKWLCZADIW-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""CH3NO"",""name"":""formamide"",""standard_inchi"":""InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"",""standard_inchi_key"":""ZHNUHDYFZUAESO-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1007__s10765-011-1086-8-2162c823dcc2.xml,695a4b41e73ad0efe8a4d1e1a434a4bdc3afd373d784061ca1ef42598e77f293,10.1007/s10765-011-1086-8,Studies on Hydrogen-Bond Interactions in Ternary Mixtures of Polar Solvents by Dielectric Constant Measurements,8,Relative permittivity at various frequencies,frequency_dependent,101.77,,0.61,,combined,95,303.15,101,1,Liquid,Parallel plate capacitor,2,False,dimethylformamide,C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C3H7NO"",""name"":""dimethylformamide"",""standard_inchi"":""InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"",""standard_inchi_key"":""ZMXDDKWLCZADIW-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""CH3NO"",""name"":""formamide"",""standard_inchi"":""InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"",""standard_inchi_key"":""ZHNUHDYFZUAESO-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1007__s10765-011-1086-8-2162c823dcc2.xml,695a4b41e73ad0efe8a4d1e1a434a4bdc3afd373d784061ca1ef42598e77f293,10.1007/s10765-011-1086-8,Studies on Hydrogen-Bond Interactions in Ternary Mixtures of Polar Solvents by Dielectric Constant Measurements,8,Relative permittivity at various frequencies,frequency_dependent,106.14,,0.64,,combined,95,303.15,101,1,Liquid,Parallel plate capacitor,2,False,dimethylformamide,C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C3H7NO"",""name"":""dimethylformamide"",""standard_inchi"":""InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"",""standard_inchi_key"":""ZMXDDKWLCZADIW-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""CH3NO"",""name"":""formamide"",""standard_inchi"":""InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"",""standard_inchi_key"":""ZHNUHDYFZUAESO-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1007__s10765-011-1086-8-2162c823dcc2.xml,695a4b41e73ad0efe8a4d1e1a434a4bdc3afd373d784061ca1ef42598e77f293,10.1007/s10765-011-1086-8,Studies on Hydrogen-Bond Interactions in Ternary Mixtures of Polar Solvents by Dielectric Constant Measurements,9,Relative permittivity at various frequencies,frequency_dependent,31.46,,0.19,,combined,95,303.15,101,1,Liquid,Parallel plate capacitor,2,False,formamide,CH3NO,"InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)",ZHNUHDYFZUAESO-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""CH3NO"",""name"":""formamide"",""standard_inchi"":""InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"",""standard_inchi_key"":""ZHNUHDYFZUAESO-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C2H7NO"",""name"":""2-aminoethan-1-ol"",""standard_inchi"":""InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2"",""standard_inchi_key"":""HZAXFHJVJLSVMW-UHFFFAOYSA-N""}]"
