row_id,dataset_id,property,property_family,inchikey,name,smiles,T_K,value,unit,phase,method,uncertainty,uncertainty_kind,confidence_level,frequency_mhz,pressure_kpa,n_components,pure_or_mixture,source_doi,source_kind,source_file,source_row_index,source_file_sha256,quality_layer,licence,redistributable
epsilon_observations_v11plus:10,epsilon_observations_v11plus,epsilon,dielectric_constant,AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,CCCCCO,298.15,16.55,1,Liquid,Parallel plate capacitor,0.03,combined,95,0,150000,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,10,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:11,epsilon_observations_v11plus,epsilon,dielectric_constant,AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,CCCCCO,298.15,16.92,1,Liquid,Parallel plate capacitor,0.03,combined,95,0,200000,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,11,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:12,epsilon_observations_v11plus,epsilon,dielectric_constant,AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,CCCCCO,298.15,17.25,1,Liquid,Parallel plate capacitor,0.03,combined,95,0,250000,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,12,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:13,epsilon_observations_v11plus,epsilon,dielectric_constant,AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,CCCCCO,298.15,17.56,1,Liquid,Parallel plate capacitor,0.04,combined,95,0,300000,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,13,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:14,epsilon_observations_v11plus,epsilon,dielectric_constant,AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,CCCCCO,303.15,14.565,1,Liquid,Parallel plate capacitor,0.874,combined,95,0,101.325,1,pure,10.1016/j.tca.2012.05.036,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,14,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:15,epsilon_observations_v11plus,epsilon,dielectric_constant,AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,CCCCCO,303.15,14.579,1,Liquid,Parallel plate capacitor,0.875,combined,95,0,101.325,1,pure,10.1016/j.tca.2012.10.024,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,15,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:16,epsilon_observations_v11plus,epsilon,dielectric_constant,AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,CCCCCO,308.15,13.998,1,Liquid,Parallel plate capacitor,0.84,combined,95,0,101.325,1,pure,10.1016/j.tca.2012.05.036,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,16,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:17,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,278.15,7.681,1,Liquid,capacitive measurement method,0.038,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,17,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:18,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,280.65,7.603,1,Liquid,capacitive measurement method,0.038,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,18,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:19,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,283.15,7.51,1,Liquid,capacitive measurement method,0.038,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,19,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:20,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,285.65,7.437,1,Liquid,capacitive measurement method,0.037,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,20,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:21,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,288.15,7.372,1,Liquid,capacitive measurement method,0.037,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,21,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:22,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,290.65,7.271,1,Liquid,capacitive measurement method,0.036,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,22,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:23,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,293.15,7.17,1,Liquid,capacitive measurement method,0.036,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,23,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:24,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,295.65,7.098,1,Liquid,capacitive measurement method,0.035,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,24,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:25,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,298.15,7.021,1,Liquid,capacitive measurement method,0.035,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,25,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:26,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,300.65,6.949,1,Liquid,capacitive measurement method,0.035,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,26,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:27,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,303.15,6.84,1,Liquid,capacitive measurement method,0.034,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,27,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:28,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,305.65,6.739,1,Liquid,capacitive measurement method,0.034,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,28,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:29,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,308.15,6.651,1,Liquid,capacitive measurement method,0.033,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,29,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:30,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,310.65,6.57,1,Liquid,capacitive measurement method,0.033,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,30,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:31,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,313.15,6.479,1,Liquid,capacitive measurement method,0.032,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,31,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:32,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,315.65,6.399,1,Liquid,capacitive measurement method,0.032,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,32,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:33,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,318.15,6.308,1,Liquid,capacitive measurement method,0.032,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,33,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:34,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,320.65,6.215,1,Liquid,capacitive measurement method,0.031,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,34,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:35,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,323.15,6.113,1,Liquid,capacitive measurement method,0.031,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,35,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:36,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,325.65,6.021,1,Liquid,capacitive measurement method,0.03,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,36,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:37,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,328.15,5.933,1,Liquid,capacitive measurement method,0.03,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,37,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:38,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,330.65,5.844,1,Liquid,capacitive measurement method,0.029,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,38,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:39,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,333.15,5.759,1,Liquid,capacitive measurement method,0.029,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,39,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:40,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,335.65,5.676,1,Liquid,capacitive measurement method,0.028,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,40,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:41,epsilon_observations_v11plus,epsilon,dielectric_constant,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,C=CC(=O)OC,338.15,5.596,1,Liquid,capacitive measurement method,0.028,combined,95,0,101.325,1,pure,10.1021/je301333b,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,41,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:42,epsilon_observations_v11plus,epsilon,dielectric_constant,BBMCTIGTTCKYKF-UHFFFAOYSA-N,heptan-1-ol,CCCCCCCO,298.15,11.41,1,Liquid,Parallel plate capacitor,0.02,combined,95,0,100,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,42,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:43,epsilon_observations_v11plus,epsilon,dielectric_constant,BBMCTIGTTCKYKF-UHFFFAOYSA-N,heptan-1-ol,CCCCCCCO,298.15,11.92,1,Liquid,Parallel plate capacitor,0.02,combined,95,0,50000,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,43,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:44,epsilon_observations_v11plus,epsilon,dielectric_constant,BBMCTIGTTCKYKF-UHFFFAOYSA-N,heptan-1-ol,CCCCCCCO,298.15,12.32,1,Liquid,Parallel plate capacitor,0.03,combined,95,0,100000,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,44,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:45,epsilon_observations_v11plus,epsilon,dielectric_constant,BBMCTIGTTCKYKF-UHFFFAOYSA-N,heptan-1-ol,CCCCCCCO,298.15,12.65,1,Liquid,Parallel plate capacitor,0.03,combined,95,0,150000,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,45,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:46,epsilon_observations_v11plus,epsilon,dielectric_constant,BBMCTIGTTCKYKF-UHFFFAOYSA-N,heptan-1-ol,CCCCCCCO,298.15,12.95,1,Liquid,Parallel plate capacitor,0.03,combined,95,0,200000,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,46,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:47,epsilon_observations_v11plus,epsilon,dielectric_constant,BBMCTIGTTCKYKF-UHFFFAOYSA-N,heptan-1-ol,CCCCCCCO,298.15,13.21,1,Liquid,Parallel plate capacitor,0.03,combined,95,0,250000,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,47,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:48,epsilon_observations_v11plus,epsilon,dielectric_constant,BBMCTIGTTCKYKF-UHFFFAOYSA-N,heptan-1-ol,CCCCCCCO,298.15,13.45,1,Liquid,Parallel plate capacitor,0.03,combined,95,0,300000,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,48,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:49,epsilon_observations_v11plus,epsilon,dielectric_constant,BDERNNFJNOPAEC-UHFFFAOYSA-N,propan-1-ol,CCCO,288.15,21.87,1,Liquid,OTHER::sMethod:dielectrometer,0.06,combined,95,0,101,1,pure,10.1021/je800593p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,49,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:50,epsilon_observations_v11plus,epsilon,dielectric_constant,BDERNNFJNOPAEC-UHFFFAOYSA-N,propan-1-ol,CCCO,293.15,21.15,1,Liquid,OTHER::sMethod:dielectrometer,0.06,combined,95,0,101,1,pure,10.1021/je800593p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,50,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:51,epsilon_observations_v11plus,epsilon,dielectric_constant,BDERNNFJNOPAEC-UHFFFAOYSA-N,propan-1-ol,CCCO,298,21.3,1,Liquid,PNA-N5227A Microwave Network Analyzer,2.3,combined,95,0,101,1,pure,10.1016/j.fluid.2013.12.014,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,51,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:52,epsilon_observations_v11plus,epsilon,dielectric_constant,BDERNNFJNOPAEC-UHFFFAOYSA-N,propan-1-ol,CCCO,298.15,20.45,1,Liquid,Parallel plate capacitor,0.04,combined,95,0,100,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,52,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:53,epsilon_observations_v11plus,epsilon,dielectric_constant,BDERNNFJNOPAEC-UHFFFAOYSA-N,propan-1-ol,CCCO,298.15,20.45,1,Liquid,OTHER::sMethod:dielectrometer,0.06,combined,95,0,101,1,pure,10.1021/je800593p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,53,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:54,epsilon_observations_v11plus,epsilon,dielectric_constant,BDERNNFJNOPAEC-UHFFFAOYSA-N,propan-1-ol,CCCO,298.15,21.3,1,Liquid,Parallel plate capacitor,0.04,combined,95,0,50000,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,54,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:55,epsilon_observations_v11plus,epsilon,dielectric_constant,BDERNNFJNOPAEC-UHFFFAOYSA-N,propan-1-ol,CCCO,298.15,21.98,1,Liquid,Parallel plate capacitor,0.04,combined,95,0,100000,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,55,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:56,epsilon_observations_v11plus,epsilon,dielectric_constant,BDERNNFJNOPAEC-UHFFFAOYSA-N,propan-1-ol,CCCO,298.15,22.55,1,Liquid,Parallel plate capacitor,0.05,combined,95,0,150000,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,56,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:57,epsilon_observations_v11plus,epsilon,dielectric_constant,BDERNNFJNOPAEC-UHFFFAOYSA-N,propan-1-ol,CCCO,298.15,23.05,1,Liquid,Parallel plate capacitor,0.05,combined,95,0,200000,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,57,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:58,epsilon_observations_v11plus,epsilon,dielectric_constant,BDERNNFJNOPAEC-UHFFFAOYSA-N,propan-1-ol,CCCO,298.15,23.5,1,Liquid,Parallel plate capacitor,0.05,combined,95,0,250000,1,pure,10.1021/je060248p,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,58,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
