candidate_id,smiles,inchikey,family,nearest_solvfunc_name,nearest_solvfunc_category,max_tanimoto_solvfunc,max_tanimoto_v01,novelty,tier,predicted_dielectric,posterior_std,std_percentile,acquisition_score,cluster,hazard_flags,manual_review_warnings,mp_c,bp_c,literature_doi,availability_status,decision_status,source_commit,model_input_sha256
alr1:075985,ClC(Cl)(Cl)COC1CCCO1,FUQKPTHIMFKMMF-UHFFFAOYSA-N,Ethers,2-Methyl tetrahydrofurane,Ethers,0.3103448275862069,0.13333333333333333,0.8666666666666667,B,18.66420172867843,34.713382609447955,0.993493947858473,0.86102808814401,Ethers,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:048521,FC1(F)COC(F)(F)CO1,WFAYUOGIEJDMPI-UHFFFAOYSA-N,Ethers,"3,3,4,4,5,5-hexafluorooxane",Ethers,0.3333333333333333,0.13333333333333333,0.8666666666666667,B,26.64474482295625,34.23877617594028,0.9919692737430168,0.8597067039106145,Ethers,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:022181,COC1CSC=CSC1,RQMYCWUZBSUADE-UHFFFAOYSA-N,Ethers,Cyclopentyl methyl ether,Ethers,0.36363636363636365,0.13636363636363635,0.8636363636363636,B,23.97265709716479,35.403221631581175,0.9953445065176909,0.8596157101743694,Ethers,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:080685,FC(F)(F)C1COC(C(F)(F)F)O1,FXNUKVHALSMIGH-UHFFFAOYSA-N,Ethers,"2-ethoxy-4-(trifluoromethyl)-1,3-dioxolane",Ethers,0.45161290322580644,0.12,0.88,A,17.26066851020499,29.561928127782842,0.9748836126629423,0.8578975791433893,Ethers,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:013757,FC1OC(Cl)=C(Cl)O1,DLKNCAITIZGXSI-UHFFFAOYSA-N,Cyclic Carbonates,Difluoroethylene carbonate,Cyclic Carbonates,0.3,0.1,0.9,B,17.126563785344032,27.59218583141414,0.9528631284916201,0.8575768156424581,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:070651,ClC(C1CCCO1)C(Cl)(Cl)Cl,HJDTWKNPDQISBW-UHFFFAOYSA-N,Ethers,2-Methyl tetrahydrofurane,Ethers,0.32142857142857145,0.13793103448275862,0.8620689655172413,B,19.420599158012585,34.75838097834182,0.9937732774674115,0.8567011012650099,Ethers,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:020989,CC1(C)OCOC1(C)C,XOUIPIUHGJBZFX-UHFFFAOYSA-N,Ethers,"2,2,4,4,5,5-hexamethyl-1,3-dioxolane",Ethers,0.3125,0.13333333333333333,0.8666666666666667,B,30.976829071907066,32.89081501485545,0.9881401303538175,0.8563881129733085,Ethers,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:053090,CN1CC(OCC(F)F)C1,JSQFBFQHRRXUNV-UHFFFAOYSA-N,Ethers,"bis(2,2-difluoroethyl)ether",Ethers,0.32,0.12903225806451613,0.8709677419354839,B,44.12073004754434,31.119373884131896,0.9831354748603351,0.8562792845557757,Ethers,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:009863,O=COCC(Cl)(Cl)Cl,VUNGRCQXMOZQMG-UHFFFAOYSA-N,Formates,n-Propyl formate,Formates,0.34782608695652173,0.13636363636363635,0.8636363636363636,B,24.181144772385494,33.97380196401287,0.9909450651769087,0.8558161926527849,Formates,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:073333,O=C1OC2C3C=CC(O3)C2O1,INYLBMCGXTVFRW-UHFFFAOYSA-N,Cyclic Carbonates,Difluoroethylene carbonate,Cyclic Carbonates,0.34782608695652173,0.13793103448275862,0.8620689655172413,B,21.018011132050738,34.24362883688974,0.9919925512104283,0.8551659924227829,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:026264,ClC(Cl)(Cl)C1COCO1,ISVJSQHSYVTTNR-UHFFFAOYSA-N,Ethers,"4-(trifluoromethyl)-1,3-dioxolane",Ethers,0.5652173913043478,0.14285714285714285,0.8571428571428572,A,19.48490831936742,35.687386577446894,0.9959962756052142,0.8537110933758979,Ethers,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:048999,ClC(Cl)(Cl)CC1CCCO1,MZKOLIGMXKVSMP-UHFFFAOYSA-N,Ethers,2-Methyl tetrahydrofurane,Ethers,0.3333333333333333,0.14285714285714285,0.8571428571428572,B,21.77253850315616,35.63314061248712,0.9958566108007448,0.8535913806863528,Ethers,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:080789,O=C1OC(F)C(C2OC(=O)OC2F)O1,QKEFVFNLTBJERB-UHFFFAOYSA-N,Cyclic Carbonates,Difluoroethylene carbonate,Cyclic Carbonates,0.7058823529411765,0.14814814814814814,0.8518518518518519,A,17.609688909285513,39.36038243052464,0.9987430167597765,0.8507810883509207,Cyclic Carbonates,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:024979,O=COCCC(Cl)(Cl)Cl,XVCBYQJNXKJWGL-UHFFFAOYSA-N,Formates,n-Propyl formate,Formates,0.43478260869565216,0.14285714285714285,0.8571428571428572,A,23.800357915279132,34.082110922693815,0.9913989757914339,0.8497705506783719,Formates,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:008558,FC1(F)COC1(F)F,OFWDLJKVZZRPOX-UHFFFAOYSA-N,Ethers,"3,3,4,4,5,5-hexafluorooxane",Ethers,0.3888888888888889,0.125,0.875,B,25.305808704591108,28.925492507228004,0.9690991620111732,0.8479617667597765,Ethers,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:077082,O=C1OC(F)C(F)(F)OC1(F)F,NKOWOTCXFSDNOV-UHFFFAOYSA-N,Cyclic Carbonates,Difluoroethylene carbonate,Cyclic Carbonates,0.3076923076923077,0.125,0.875,B,23.24595470063494,28.825809410509343,0.9680283985102421,0.8470248486964619,Cyclic Carbonates,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:054143,C#CC1OC(=O)C(F)C1F,MRSLPDOOALETLP-UHFFFAOYSA-N,Cyclic Carbonates,Difluoroethylene carbonate,Cyclic Carbonates,0.3076923076923077,0.125,0.875,B,23.976402691017427,28.611943583318418,0.9659101489757914,0.8451713803538174,Cyclic Carbonates,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:074852,CC1OC(=O)OC(C)C1(C)C,GNANOSKVLWZAGX-UHFFFAOYSA-N,Cyclic Carbonates,Difluoroethylene carbonate,Cyclic Carbonates,0.36363636363636365,0.14285714285714285,0.8571428571428572,B,18.865810812182726,31.570774778345555,0.9849045623836127,0.8442039106145253,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:050607,C=C1SC2OC(=O)OC2S1,WKEVFYVKJPLXHB-UHFFFAOYSA-N,Cyclic Carbonates,Difluoroethylene carbonate,Cyclic Carbonates,0.34782608695652173,0.13793103448275862,0.8620689655172413,B,23.0650766771015,30.085553359300672,0.9785963687150838,0.8436175592371412,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:064691,COC1CC(F)CC(F)C1,SAMNAKHXZUJLAK-UHFFFAOYSA-N,Ethers,Cyclopentyl methyl ether,Ethers,0.38095238095238093,0.14285714285714285,0.8571428571428572,B,16.399342045874352,30.96911232639098,0.9825418994413407,0.8421787709497207,Ethers,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:061705,COC1COC2CCOC12,JSZAICHNUCHOSJ-UHFFFAOYSA-N,Ethers,"2-methoxy-1,3-dioxolane",Ethers,0.32142857142857145,0.13333333333333333,0.8666666666666667,B,18.378274166641752,29.16945372942998,0.9712174115456238,0.841721756672874,Ethers,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:048805,C=NC1OC(=O)OC1N=C,CXLIXNKFQKHYNQ-UHFFFAOYSA-N,Cyclic Carbonates,Difluoroethylene carbonate,Cyclic Carbonates,0.38095238095238093,0.14814814814814814,0.8518518518518519,B,60.323772781675245,32.592200588548124,0.987453445065177,0.8411640457962619,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:030354,COC1CN(C)N(C)C1,XWVKXONISCPUKI-UHFFFAOYSA-N,Ethers,Cyclopentyl methyl ether,Ethers,0.4,0.15,0.85,A,28.38009802717538,33.493869972746346,0.9894320297951583,0.8410172253258845,Ethers,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:049083,ClC(Cl)(Cl)C1OCOCO1,KJQQWPPUIOSBAT-UHFFFAOYSA-N,Ethers,"4-(trifluoromethyl)-1,3-dioxolane",Ethers,0.3076923076923077,0.15789473684210525,0.8421052631578947,B,20.61799154468197,37.092387199463786,0.9978701117318436,0.8403116730373419,Ethers,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:048520,C#CC1OC(=O)OC1C#C,RMWJCVANVAFSEE-UHFFFAOYSA-N,Cyclic Carbonates,Difluoroethylene carbonate,Cyclic Carbonates,0.38095238095238093,0.14814814814814814,0.8518518518518519,B,21.861381772078374,31.307417040249607,0.9838919925512104,0.838130215876957,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:061675,COC1COC2OCCC12,CMYBEXDCZATBAY-UHFFFAOYSA-N,Ethers,"2-methoxy-1,3-dioxolane",Ethers,0.32142857142857145,0.13333333333333333,0.8666666666666667,B,21.953725506885178,28.674536631710097,0.9666201117318436,0.8377374301675978,Ethers,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:080888,FC(F)(F)C1COC(C(F)(F)F)CO1,YOCPGPHWVTVUPC-UHFFFAOYSA-N,Ethers,"4-(trifluoromethyl)-1,3-dioxolane",Ethers,0.6,0.15,0.85,A,17.103913187550074,31.574912351953333,0.9849627560521416,0.8372183426443203,Ethers,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:069180,O=C1OC2C(=O)OC(=O)C2O1,KOKUNLAIJXNLQK-UHFFFAOYSA-N,Cyclic Carbonates,Difluoroethylene carbonate,Cyclic Carbonates,0.4,0.15384615384615385,0.8461538461538461,A,60.02844934244606,33.20618881360403,0.9887453445065177,0.8366306761208996,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:020817,CC1OCOC2COC12,KIRRILZBWKPGLR-UHFFFAOYSA-N,Ethers,"4-Methyl-1,3-dioxolane",Ethers,0.3076923076923077,0.15384615384615385,0.8461538461538461,B,21.678923170580173,31.98645272030077,0.9860800744878957,0.834375447643604,Ethers,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:052231,CC1C(C)C2OCOCC12,NRNJVZVBJJDUFD-UHFFFAOYSA-N,Ethers,"4-Methyl-1,3-dioxolane",Ethers,0.4583333333333333,0.14814814814814814,0.8518518518518519,A,23.710227199659226,30.245212828113598,0.9792946927374302,0.8342139975170701,Ethers,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:051129,C1=CC(C2COCO2)C=C1,UUEMXZCZHSIAKR-UHFFFAOYSA-N,Ethers,"4-Methyl-1,3-dioxolane",Ethers,0.34615384615384615,0.13043478260869565,0.8695652173913043,B,51.100108322898045,28.0130700239911,0.9591829608938548,0.8340721399076998,Ethers,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:069641,ClC(Cl)(Cl)COCC(Cl)(Cl)Cl,QUSKGEMGNZXRRQ-UHFFFAOYSA-N,Ethers,"Bis(2,2,2-trifluoroethyl) ether",Ethers,0.375,0.16666666666666666,0.8333333333333334,B,20.836119027313547,52.64418944604496,0.9998603351955307,0.8332169459962756,Ethers,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:075784,C1COC2C3CCC(C3)C2C1,YQPNGXVXGSXTRC-UHFFFAOYSA-N,Ethers,2-Methyl tetrahydrofurane,Ethers,0.3333333333333333,0.14285714285714285,0.8571428571428572,B,18.345211861561936,29.17518832511136,0.9713221601489758,0.832561851556265,Ethers,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:066062,CC1CC2C(C)C2C(=O)O1,TWKBHMPPUXCFQP-UHFFFAOYSA-N,Cyclic Carbonates,propylene carbonate,Cyclic Carbonates,0.3333333333333333,0.15625,0.84375,B,65.38727722085227,32.08166807534341,0.9863361266294227,0.8322211068435754,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:045186,CC1OC(=O)OC(F)C1C,IPNWXIVOUNLAHN-UHFFFAOYSA-N,Cyclic Carbonates,Difluoroethylene carbonate,Cyclic Carbonates,0.5714285714285714,0.12903225806451613,0.8709677419354839,A,18.617231821226056,27.737159038023197,0.9553305400372439,0.8320620832582447,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:052723,CN1CC2OCCOC2C1,BYMCGIMKQLKNNF-UHFFFAOYSA-N,Ethers,"2-methoxy-1,3-dioxolane",Ethers,0.30434782608695654,0.15789473684210525,0.8421052631578947,B,22.185740086788567,32.51718996090364,0.9873254189944134,0.8314319317847692,Ethers,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:065608,COC1CN(C(C)OC)C1,MGSVDECYQXZMSD-UHFFFAOYSA-N,Ethers,Cyclopentyl methyl ether,Ethers,0.32,0.15384615384615385,0.8461538461538461,B,22.883156262645137,30.65370130489141,0.9813081936685288,0.830337702334909,Ethers,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:060430,CC1OC(=O)C(C)C(=O)O1,KYRVWBIPNWRIAQ-UHFFFAOYSA-N,Cyclic Carbonates,propylene carbonate,Cyclic Carbonates,0.32,0.15384615384615385,0.8461538461538461,B,49.31274865963902,30.334767174975386,0.979713687150838,0.8289885045122475,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:084197,O=c1occc(F)c1F,SOQFCOLEIDDWGT-UHFFFAOYSA-N,Cyclic Carbonates,Vinylene Carbonate,Cyclic Carbonates,0.30434782608695654,0.13333333333333333,0.8666666666666667,B,29.18487235741718,27.82859961395881,0.9564827746741155,0.8289517380509,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:034148,C#CC1OC(=O)OC1C,DEQLOVBONBRTJM-UHFFFAOYSA-N,Cyclic Carbonates,Difluoroethylene carbonate,Cyclic Carbonates,0.3076923076923077,0.125,0.875,B,34.802311982176604,27.223336070136487,0.9465200186219739,0.8282050162942272,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:048465,FC1OCOC1C(F)(F)F,VGQHFOTUOFJCHA-UHFFFAOYSA-N,Ethers,"4-(trifluoromethyl)-1,3-dioxolane",Ethers,0.3333333333333333,0.125,0.875,B,19.794227413441515,27.18042462962369,0.9458915270018622,0.8276550861266294,Ethers,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:022470,COC1C2CCC3C2C31,FHIABXPXLBEDQS-UHFFFAOYSA-N,Ethers,Cyclopentyl methyl ether,Ethers,0.30434782608695654,0.16666666666666666,0.8333333333333334,B,33.43584626801043,34.631468382939694,0.9931215083798882,0.8276012569832402,Ethers,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:078714,O=C1OC2OC(=O)C(=O)OC2O1,PNYGYPABFJZUBY-UHFFFAOYSA-N,Cyclic Carbonates,Difluoroethylene carbonate,Cyclic Carbonates,0.42105263157894735,0.16,0.84,A,17.65113600745422,31.571432425656212,0.98493947858473,0.8273491620111731,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:031665,CC1OC(=O)OC1C#N,XRBRSZZLYLBPDS-UHFFFAOYSA-N,Cyclic Carbonates,Difluoroethylene carbonate,Cyclic Carbonates,0.3076923076923077,0.125,0.875,B,35.129962186310294,27.159614647889992,0.9454027001862197,0.8272273626629423,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:062084,C1CCC2(OC1)OCCO2,NDUPZRVIJRGJBJ-UHFFFAOYSA-N,Ethers,"2,2-bis(trifluoromethyl)-1,3-dioxolane",Ethers,0.3181818181818182,0.16666666666666666,0.8333333333333334,B,28.209329915957092,34.415670956845666,0.9924930167597765,0.8270775139664804,Ethers,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
alr1:043669,COC1OCN(C)CO1,XTNOPNUKSNZCFH-UHFFFAOYSA-N,Ethers,"2-methoxy-1,3-dioxolane",Ethers,0.5238095238095238,0.13043478260869565,0.8695652173913043,A,24.218082808698025,27.392235281357834,0.9494995344506517,0.8256517690875232,Ethers,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396
