candidate_id,smiles,inchikey,family,nearest_solvfunc_name,nearest_solvfunc_category,max_tanimoto_solvfunc,max_tanimoto_v01,novelty,tier,predicted_dielectric,posterior_std,std_percentile,acquisition_score,cluster,hazard_flags,manual_review_warnings,mp_c,bp_c,literature_doi,availability_status,decision_status,source_commit,model_input_sha256,selection_order,selection_step_score
alr1:035722,C1=CC2=C(C=1)OCCO2,OICWOXKELBOETD-UHFFFAOYSA-N,Cyclic Carbonates,ethylene carbonate,Cyclic Carbonates,0.3,0.2,0.8,B,23.93519189477248,31.84877784868701,0.9857425512104283,0.7885940409683427,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,13,0.8571428571428572
alr1:041990,C=C1OCC(C)C(C)O1,UEFCJMXZXPSODD-UHFFFAOYSA-N,Cyclic Carbonates,propylene carbonate,Cyclic Carbonates,0.3103448275862069,0.14814814814814814,0.8518518518518519,B,22.97389692954477,25.56549995841517,0.9122090316573557,0.777066952893303,Cyclic Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,14,0.8529411764705882
alr1:033808,C#CCCC(C)OC=O,CUOHBXGXPLRSNW-UHFFFAOYSA-N,Formates,i-Propyl formate,Formates,0.38461538461538464,0.16129032258064516,0.8387096774193549,B,23.223973426974275,27.88239497707158,0.957122905027933,0.8027482429266535,Formates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,15,0.8181818181818181
alr1:010219,O=COC(CCl)CCl,RNRNWPWHOZCDEY-UHFFFAOYSA-N,Formates,i-Propyl formate,Formates,0.38095238095238093,0.13636363636363635,0.8636363636363636,B,26.210765634204723,26.950105043900113,0.9418412476722533,0.8134083502624005,Formates,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,16,0.7
alr1:034356,CC1C(C)C1COC=O,PWWXZQLJSZQLSY-UHFFFAOYSA-N,Formates,n-Propyl formate,Formates,0.375,0.17391304347826086,0.8260869565217391,B,27.266286511379654,27.207329602231,0.9462872439478585,0.781715549348231,Formates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,17,0.6923076923076923
alr1:080498,O=C(CC(F)(F)F)OCC(Cl)(Cl)Cl,LOZQCTXRTQHIBM-UHFFFAOYSA-N,Other Esters,"Ethyl 3,3,3-trifluoropropanoate",Other Esters,0.5555555555555556,0.21428571428571427,0.7857142857142857,A,16.25858023999629,35.60222950544535,0.995751862197393,0.7823764631550945,Other Esters,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,18,0.6896551724137931
alr1:027041,CC(OC=O)C(Cl)(Cl)Cl,OWZMYDSABUICLU-UHFFFAOYSA-N,Formates,i-Propyl formate,Formates,0.47619047619047616,0.17391304347826086,0.8260869565217391,A,23.43447577209949,35.892654097887956,0.9963803538175047,0.823096814023156,Formates,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,19,0.64
alr1:003633,O=COCOC=O,PRJDJMAAFPHJFM-UHFFFAOYSA-N,Formates,n-Propyl formate,Formates,0.4444444444444444,0.17647058823529413,0.8235294117647058,A,28.606329301197448,28.582724256347372,0.9656657355679702,0.7952541351736224,Formates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,20,0.5789473684210527
alr1:004227,CP1(=O)SCCS1,SLBFQCANPWHANR-UHFFFAOYSA-N,Sulfones/Sulfoxides,Dimethylsulphoxide,Sulfones/Sulfoxides,0.11764705882352941,0.13793103448275862,0.8620689655172413,C,24.060341109235605,32.73280913675233,0.9878258845437616,0.8515740383997945,Sulfones/Sulfoxides,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,21,0.9142857142857143
alr1:081657,C#Cc1cncc(C#N)n1,MDRQLUHFUVEOPK-UHFFFAOYSA-N,Nitriles,Acetonitrile,Nitriles,0.125,0.10810810810810811,0.8918918918918919,C,28.693842755315067,30.67183883471726,0.9813896648044693,0.8752934848256078,Nitriles,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,22,0.9090909090909091
alr1:042006,O=S(=O)=NN=CC(F)F,ZBNXZQCRRMUUPB-UHFFFAOYSA-N,Sulfones/Sulfoxides,Dimethylsulphoxide,Sulfones/Sulfoxides,0.14285714285714285,0.14285714285714285,0.8571428571428572,C,97.36591377934862,33.83080491946638,0.9905027932960894,0.849002394253791,Sulfones/Sulfoxides,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,23,0.9
alr1:015994,CN1C2C13C1N(C)C213,MFMSZODEJCKXDW-UHFFFAOYSA-N,Ketones,Acetone,Ketones,0.13333333333333333,0.16666666666666666,0.8333333333333334,C,20.981904277133612,27.458981654599132,0.950663407821229,0.7922195065176909,Ketones,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,24,0.8928571428571429
alr1:054070,CS(=O)(=O)c1cnnnn1,OCHNYMMXODDIGZ-UHFFFAOYSA-N,Sulfones/Sulfoxides,"Methyl 2,2-difluoro-2-(fluorosulfonyl)acetate",Sulfones/Sulfoxides,0.10810810810810811,0.12903225806451613,0.8709677419354839,C,22.5071272682804,31.102111506572594,0.9830540037243948,0.8562083258244729,Sulfones/Sulfoxides,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,25,0.8918918918918919
alr1:028250,O=NCC(CN=O)N=O,SNUXMBPRKDMALN-UHFFFAOYSA-N,Linear Carbonates,"Methyl 2,2,2-trifluoroethyl carbonate",Linear Carbonates,0.13793103448275862,0.10714285714285714,0.8928571428571429,C,81.75064055246516,37.41682541664237,0.9980796089385475,0.891142507980846,Linear Carbonates,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,26,0.8846153846153846
alr1:021377,ClC(Cl)(Cl)c1ccno1,LJVSHTQXMKTCBA-UHFFFAOYSA-N,Sulfones/Sulfoxides,"Methyl 2,2-difluoro-2-(fluorosulfonyl)acetate",Sulfones/Sulfoxides,0.11428571428571428,0.1111111111111111,0.8888888888888888,C,23.79379050655685,35.578967613965546,0.9957053072625698,0.8850713842333953,Sulfones/Sulfoxides,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,27,0.88
alr1:011166,CC(C)=C1CN=NC1,CHZUECQRBWLDPL-UHFFFAOYSA-N,Ketones,Acetone,Ketones,0.17647058823529413,0.1724137931034483,0.8275862068965517,C,25.213597327808834,28.53693036571229,0.9652583798882681,0.7988345212868426,Ketones,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,28,0.875
alr1:061196,O=C(C1CC1F)C1CC1F,URQSLSODZPSBMP-UHFFFAOYSA-N,Ketones,Acetone,Ketones,0.17647058823529413,0.16666666666666666,0.8333333333333334,C,21.685808680435002,31.44442084642524,0.9844739292364991,0.820394941030416,Ketones,,polyhalogenated_alkyl,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,29,0.8695652173913043
alr1:065586,O=S(=O)=Nc1cnccn1,VKVQDNBYACELNO-UHFFFAOYSA-N,Sulfones/Sulfoxides,Dimethylsulphoxide,Sulfones/Sulfoxides,0.12,0.12121212121212122,0.8787878787878788,C,72.17165352894939,33.228042959692836,0.9887569832402234,0.8689076519383782,Sulfones/Sulfoxides,,,,,,unknown,awaiting_manual_review,a5101e30c6975552d97e34f1e93461126715c862,6f31c5b22a6a85a14954d3103a9ce5498eb4cdb265e55cfc8679adb78e4e5396,30,0.8571428571428572
